train_index,sample_id,video_id,outer_fold,judge_fold,inner_valid_outer0,inner_valid_outer1,inner_valid_outer2,inner_valid_outer3,inner_valid_outer4
325,8d-gEyoeBzc$_$11,8d-gEyoeBzc,3,0,0,0,0,0,0
326,8d-gEyoeBzc$_$10,8d-gEyoeBzc,3,0,0,0,0,0,0
327,8d-gEyoeBzc$_$13,8d-gEyoeBzc,3,0,0,0,0,0,0
328,8d-gEyoeBzc$_$12,8d-gEyoeBzc,3,0,0,0,0,0,0
329,8d-gEyoeBzc$_$15,8d-gEyoeBzc,3,0,0,0,0,0,0
330,8d-gEyoeBzc$_$14,8d-gEyoeBzc,3,0,0,0,0,0,0
331,8d-gEyoeBzc$_$17,8d-gEyoeBzc,3,0,0,0,0,0,0
332,8d-gEyoeBzc$_$16,8d-gEyoeBzc,3,0,0,0,0,0,0
333,8d-gEyoeBzc$_$19,8d-gEyoeBzc,3,0,0,0,0,0,0
334,8d-gEyoeBzc$_$18,8d-gEyoeBzc,3,0,0,0,0,0,0
335,8d-gEyoeBzc$_$30,8d-gEyoeBzc,3,0,0,0,0,0,0
336,8qrpnFRGt2A$_$24,8qrpnFRGt2A,3,0,0,0,0,0,1
337,8qrpnFRGt2A$_$25,8qrpnFRGt2A,3,0,0,0,0,0,1
338,8qrpnFRGt2A$_$26,8qrpnFRGt2A,3,0,0,0,0,0,1
339,8qrpnFRGt2A$_$20,8qrpnFRGt2A,3,0,0,0,0,0,1
340,8qrpnFRGt2A$_$21,8qrpnFRGt2A,3,0,0,0,0,0,1
341,8qrpnFRGt2A$_$22,8qrpnFRGt2A,3,0,0,0,0,0,1
342,8qrpnFRGt2A$_$23,8qrpnFRGt2A,3,0,0,0,0,0,1
343,8qrpnFRGt2A$_$1,8qrpnFRGt2A,3,0,0,0,0,0,1
344,8qrpnFRGt2A$_$3,8qrpnFRGt2A,3,0,0,0,0,0,1
345,8qrpnFRGt2A$_$2,8qrpnFRGt2A,3,0,0,0,0,0,1
346,8qrpnFRGt2A$_$5,8qrpnFRGt2A,3,0,0,0,0,0,1
347,8qrpnFRGt2A$_$4,8qrpnFRGt2A,3,0,0,0,0,0,1
348,8qrpnFRGt2A$_$7,8qrpnFRGt2A,3,0,0,0,0,0,1
349,8qrpnFRGt2A$_$6,8qrpnFRGt2A,3,0,0,0,0,0,1
350,8qrpnFRGt2A$_$9,8qrpnFRGt2A,3,0,0,0,0,0,1
351,8qrpnFRGt2A$_$8,8qrpnFRGt2A,3,0,0,0,0,0,1
352,8qrpnFRGt2A$_$11,8qrpnFRGt2A,3,0,0,0,0,0,1
353,8qrpnFRGt2A$_$10,8qrpnFRGt2A,3,0,0,0,0,0,1
354,8qrpnFRGt2A$_$13,8qrpnFRGt2A,3,0,0,0,0,0,1
355,8qrpnFRGt2A$_$12,8qrpnFRGt2A,3,0,0,0,0,0,1
356,8qrpnFRGt2A$_$15,8qrpnFRGt2A,3,0,0,0,0,0,1
357,8qrpnFRGt2A$_$14,8qrpnFRGt2A,3,0,0,0,0,0,1
358,8qrpnFRGt2A$_$17,8qrpnFRGt2A,3,0,0,0,0,0,1
359,8qrpnFRGt2A$_$16,8qrpnFRGt2A,3,0,0,0,0,0,1
360,8qrpnFRGt2A$_$19,8qrpnFRGt2A,3,0,0,0,0,0,1
361,8qrpnFRGt2A$_$18,8qrpnFRGt2A,3,0,0,0,0,0,1
362,9J25DZhivz8$_$24,9J25DZhivz8,1,0,0,0,0,0,0
363,9J25DZhivz8$_$25,9J25DZhivz8,1,0,0,0,0,0,0
364,9J25DZhivz8$_$20,9J25DZhivz8,1,0,0,0,0,0,0
365,9J25DZhivz8$_$21,9J25DZhivz8,1,0,0,0,0,0,0
366,9J25DZhivz8$_$22,9J25DZhivz8,1,0,0,0,0,0,0
367,9J25DZhivz8$_$23,9J25DZhivz8,1,0,0,0,0,0,0
368,9J25DZhivz8$_$1,9J25DZhivz8,1,0,0,0,0,0,0
369,9J25DZhivz8$_$3,9J25DZhivz8,1,0,0,0,0,0,0
370,9J25DZhivz8$_$2,9J25DZhivz8,1,0,0,0,0,0,0
371,9J25DZhivz8$_$5,9J25DZhivz8,1,0,0,0,0,0,0
372,9J25DZhivz8$_$4,9J25DZhivz8,1,0,0,0,0,0,0
373,9J25DZhivz8$_$7,9J25DZhivz8,1,0,0,0,0,0,0
374,9J25DZhivz8$_$6,9J25DZhivz8,1,0,0,0,0,0,0
375,9J25DZhivz8$_$9,9J25DZhivz8,1,0,0,0,0,0,0
376,9J25DZhivz8$_$8,9J25DZhivz8,1,0,0,0,0,0,0
377,9J25DZhivz8$_$11,9J25DZhivz8,1,0,0,0,0,0,0
378,9J25DZhivz8$_$10,9J25DZhivz8,1,0,0,0,0,0,0
379,9J25DZhivz8$_$13,9J25DZhivz8,1,0,0,0,0,0,0
380,9J25DZhivz8$_$12,9J25DZhivz8,1,0,0,0,0,0,0
381,9J25DZhivz8$_$15,9J25DZhivz8,1,0,0,0,0,0,0
382,9J25DZhivz8$_$14,9J25DZhivz8,1,0,0,0,0,0,0
383,9J25DZhivz8$_$17,9J25DZhivz8,1,0,0,0,0,0,0
384,9J25DZhivz8$_$16,9J25DZhivz8,1,0,0,0,0,0,0
385,9J25DZhivz8$_$19,9J25DZhivz8,1,0,0,0,0,0,0
386,9J25DZhivz8$_$18,9J25DZhivz8,1,0,0,0,0,0,0
387,9T9Hf74oK10$_$24,9T9Hf74oK10,1,1,0,0,1,0,0
388,9T9Hf74oK10$_$25,9T9Hf74oK10,1,1,0,0,1,0,0
389,9T9Hf74oK10$_$20,9T9Hf74oK10,1,1,0,0,1,0,0
390,9T9Hf74oK10$_$21,9T9Hf74oK10,1,1,0,0,1,0,0
391,9T9Hf74oK10$_$22,9T9Hf74oK10,1,1,0,0,1,0,0
392,9T9Hf74oK10$_$23,9T9Hf74oK10,1,1,0,0,1,0,0
393,9T9Hf74oK10$_$1,9T9Hf74oK10,1,1,0,0,1,0,0
394,9T9Hf74oK10$_$3,9T9Hf74oK10,1,1,0,0,1,0,0
395,9T9Hf74oK10$_$2,9T9Hf74oK10,1,1,0,0,1,0,0
396,9T9Hf74oK10$_$5,9T9Hf74oK10,1,1,0,0,1,0,0
397,9T9Hf74oK10$_$4,9T9Hf74oK10,1,1,0,0,1,0,0
398,9T9Hf74oK10$_$7,9T9Hf74oK10,1,1,0,0,1,0,0
399,9T9Hf74oK10$_$6,9T9Hf74oK10,1,1,0,0,1,0,0
400,9T9Hf74oK10$_$9,9T9Hf74oK10,1,1,0,0,1,0,0
401,9T9Hf74oK10$_$8,9T9Hf74oK10,1,1,0,0,1,0,0
402,9T9Hf74oK10$_$11,9T9Hf74oK10,1,1,0,0,1,0,0
403,9T9Hf74oK10$_$10,9T9Hf74oK10,1,1,0,0,1,0,0
404,9T9Hf74oK10$_$13,9T9Hf74oK10,1,1,0,0,1,0,0
405,9T9Hf74oK10$_$12,9T9Hf74oK10,1,1,0,0,1,0,0
406,9T9Hf74oK10$_$15,9T9Hf74oK10,1,1,0,0,1,0,0
407,9T9Hf74oK10$_$14,9T9Hf74oK10,1,1,0,0,1,0,0
408,9T9Hf74oK10$_$17,9T9Hf74oK10,1,1,0,0,1,0,0
409,9T9Hf74oK10$_$16,9T9Hf74oK10,1,1,0,0,1,0,0
410,9T9Hf74oK10$_$19,9T9Hf74oK10,1,1,0,0,1,0,0
411,9T9Hf74oK10$_$18,9T9Hf74oK10,1,1,0,0,1,0,0
412,9c67fiY0wGQ$_$11,9c67fiY0wGQ,3,0,1,0,0,0,0
413,9c67fiY0wGQ$_$10,9c67fiY0wGQ,3,0,1,0,0,0,0
414,9c67fiY0wGQ$_$12,9c67fiY0wGQ,3,0,1,0,0,0,0
415,9c67fiY0wGQ$_$1,9c67fiY0wGQ,3,0,1,0,0,0,0
416,9c67fiY0wGQ$_$3,9c67fiY0wGQ,3,0,1,0,0,0,0
417,9c67fiY0wGQ$_$2,9c67fiY0wGQ,3,0,1,0,0,0,0
418,9c67fiY0wGQ$_$5,9c67fiY0wGQ,3,0,1,0,0,0,0
419,9c67fiY0wGQ$_$4,9c67fiY0wGQ,3,0,1,0,0,0,0
420,9c67fiY0wGQ$_$7,9c67fiY0wGQ,3,0,1,0,0,0,0
421,9c67fiY0wGQ$_$6,9c67fiY0wGQ,3,0,1,0,0,0,0
422,9c67fiY0wGQ$_$9,9c67fiY0wGQ,3,0,1,0,0,0,0
423,9c67fiY0wGQ$_$8,9c67fiY0wGQ,3,0,1,0,0,0,0
424,9qR7uwkblbs$_$24,9qR7uwkblbs,1,1,0,0,1,0,0
425,9qR7uwkblbs$_$25,9qR7uwkblbs,1,1,0,0,1,0,0
426,9qR7uwkblbs$_$26,9qR7uwkblbs,1,1,0,0,1,0,0
427,9qR7uwkblbs$_$27,9qR7uwkblbs,1,1,0,0,1,0,0
428,9qR7uwkblbs$_$20,9qR7uwkblbs,1,1,0,0,1,0,0
429,9qR7uwkblbs$_$21,9qR7uwkblbs,1,1,0,0,1,0,0
430,9qR7uwkblbs$_$22,9qR7uwkblbs,1,1,0,0,1,0,0
431,9qR7uwkblbs$_$23,9qR7uwkblbs,1,1,0,0,1,0,0
432,9qR7uwkblbs$_$28,9qR7uwkblbs,1,1,0,0,1,0,0
433,9qR7uwkblbs$_$29,9qR7uwkblbs,1,1,0,0,1,0,0
434,9qR7uwkblbs$_$1,9qR7uwkblbs,1,1,0,0,1,0,0
435,9qR7uwkblbs$_$3,9qR7uwkblbs,1,1,0,0,1,0,0
436,9qR7uwkblbs$_$2,9qR7uwkblbs,1,1,0,0,1,0,0
437,9qR7uwkblbs$_$5,9qR7uwkblbs,1,1,0,0,1,0,0
438,9qR7uwkblbs$_$4,9qR7uwkblbs,1,1,0,0,1,0,0
439,9qR7uwkblbs$_$7,9qR7uwkblbs,1,1,0,0,1,0,0
440,9qR7uwkblbs$_$6,9qR7uwkblbs,1,1,0,0,1,0,0
441,9qR7uwkblbs$_$9,9qR7uwkblbs,1,1,0,0,1,0,0
442,9qR7uwkblbs$_$8,9qR7uwkblbs,1,1,0,0,1,0,0
443,9qR7uwkblbs$_$11,9qR7uwkblbs,1,1,0,0,1,0,0
444,9qR7uwkblbs$_$10,9qR7uwkblbs,1,1,0,0,1,0,0
445,9qR7uwkblbs$_$13,9qR7uwkblbs,1,1,0,0,1,0,0
446,9qR7uwkblbs$_$12,9qR7uwkblbs,1,1,0,0,1,0,0
447,9qR7uwkblbs$_$15,9qR7uwkblbs,1,1,0,0,1,0,0
448,9qR7uwkblbs$_$14,9qR7uwkblbs,1,1,0,0,1,0,0
449,9qR7uwkblbs$_$17,9qR7uwkblbs,1,1,0,0,1,0,0
450,9qR7uwkblbs$_$16,9qR7uwkblbs,1,1,0,0,1,0,0
451,9qR7uwkblbs$_$19,9qR7uwkblbs,1,1,0,0,1,0,0
452,9qR7uwkblbs$_$18,9qR7uwkblbs,1,1,0,0,1,0,0
453,9qR7uwkblbs$_$31,9qR7uwkblbs,1,1,0,0,1,0,0
454,9qR7uwkblbs$_$30,9qR7uwkblbs,1,1,0,0,1,0,0
455,9qR7uwkblbs$_$33,9qR7uwkblbs,1,1,0,0,1,0,0
456,9qR7uwkblbs$_$32,9qR7uwkblbs,1,1,0,0,1,0,0
457,Af8D0E4ZXaw$_$24,Af8D0E4ZXaw,4,0,0,0,0,0,0
458,Af8D0E4ZXaw$_$25,Af8D0E4ZXaw,4,0,0,0,0,0,0
459,Af8D0E4ZXaw$_$26,Af8D0E4ZXaw,4,0,0,0,0,0,0
460,Af8D0E4ZXaw$_$27,Af8D0E4ZXaw,4,0,0,0,0,0,0
461,Af8D0E4ZXaw$_$20,Af8D0E4ZXaw,4,0,0,0,0,0,0
462,Af8D0E4ZXaw$_$21,Af8D0E4ZXaw,4,0,0,0,0,0,0
463,Af8D0E4ZXaw$_$22,Af8D0E4ZXaw,4,0,0,0,0,0,0
464,Af8D0E4ZXaw$_$23,Af8D0E4ZXaw,4,0,0,0,0,0,0
465,Af8D0E4ZXaw$_$28,Af8D0E4ZXaw,4,0,0,0,0,0,0
466,Af8D0E4ZXaw$_$29,Af8D0E4ZXaw,4,0,0,0,0,0,0
467,Af8D0E4ZXaw$_$1,Af8D0E4ZXaw,4,0,0,0,0,0,0
468,Af8D0E4ZXaw$_$3,Af8D0E4ZXaw,4,0,0,0,0,0,0
469,Af8D0E4ZXaw$_$2,Af8D0E4ZXaw,4,0,0,0,0,0,0
470,Af8D0E4ZXaw$_$5,Af8D0E4ZXaw,4,0,0,0,0,0,0
471,Af8D0E4ZXaw$_$4,Af8D0E4ZXaw,4,0,0,0,0,0,0
472,Af8D0E4ZXaw$_$7,Af8D0E4ZXaw,4,0,0,0,0,0,0
473,Af8D0E4ZXaw$_$6,Af8D0E4ZXaw,4,0,0,0,0,0,0
474,Af8D0E4ZXaw$_$9,Af8D0E4ZXaw,4,0,0,0,0,0,0
475,Af8D0E4ZXaw$_$8,Af8D0E4ZXaw,4,0,0,0,0,0,0
476,Af8D0E4ZXaw$_$11,Af8D0E4ZXaw,4,0,0,0,0,0,0
477,Af8D0E4ZXaw$_$10,Af8D0E4ZXaw,4,0,0,0,0,0,0
478,Af8D0E4ZXaw$_$13,Af8D0E4ZXaw,4,0,0,0,0,0,0
479,Af8D0E4ZXaw$_$12,Af8D0E4ZXaw,4,0,0,0,0,0,0
480,Af8D0E4ZXaw$_$15,Af8D0E4ZXaw,4,0,0,0,0,0,0
481,Af8D0E4ZXaw$_$14,Af8D0E4ZXaw,4,0,0,0,0,0,0
482,Af8D0E4ZXaw$_$17,Af8D0E4ZXaw,4,0,0,0,0,0,0
483,Af8D0E4ZXaw$_$16,Af8D0E4ZXaw,4,0,0,0,0,0,0
484,Af8D0E4ZXaw$_$19,Af8D0E4ZXaw,4,0,0,0,0,0,0
485,Af8D0E4ZXaw$_$18,Af8D0E4ZXaw,4,0,0,0,0,0,0
486,Af8D0E4ZXaw$_$31,Af8D0E4ZXaw,4,0,0,0,0,0,0
487,Af8D0E4ZXaw$_$30,Af8D0E4ZXaw,4,0,0,0,0,0,0
488,BI97DNYfe5I$_$24,BI97DNYfe5I,2,1,0,0,0,0,0
489,BI97DNYfe5I$_$25,BI97DNYfe5I,2,1,0,0,0,0,0
490,BI97DNYfe5I$_$26,BI97DNYfe5I,2,1,0,0,0,0,0
491,BI97DNYfe5I$_$27,BI97DNYfe5I,2,1,0,0,0,0,0
492,BI97DNYfe5I$_$20,BI97DNYfe5I,2,1,0,0,0,0,0
493,BI97DNYfe5I$_$21,BI97DNYfe5I,2,1,0,0,0,0,0
494,BI97DNYfe5I$_$22,BI97DNYfe5I,2,1,0,0,0,0,0
495,BI97DNYfe5I$_$23,BI97DNYfe5I,2,1,0,0,0,0,0
496,BI97DNYfe5I$_$28,BI97DNYfe5I,2,1,0,0,0,0,0
497,BI97DNYfe5I$_$29,BI97DNYfe5I,2,1,0,0,0,0,0
498,BI97DNYfe5I$_$1,BI97DNYfe5I,2,1,0,0,0,0,0
499,BI97DNYfe5I$_$3,BI97DNYfe5I,2,1,0,0,0,0,0
500,BI97DNYfe5I$_$2,BI97DNYfe5I,2,1,0,0,0,0,0
501,BI97DNYfe5I$_$5,BI97DNYfe5I,2,1,0,0,0,0,0
502,BI97DNYfe5I$_$4,BI97DNYfe5I,2,1,0,0,0,0,0
503,BI97DNYfe5I$_$7,BI97DNYfe5I,2,1,0,0,0,0,0
504,BI97DNYfe5I$_$6,BI97DNYfe5I,2,1,0,0,0,0,0
505,BI97DNYfe5I$_$9,BI97DNYfe5I,2,1,0,0,0,0,0
506,BI97DNYfe5I$_$8,BI97DNYfe5I,2,1,0,0,0,0,0
507,BI97DNYfe5I$_$11,BI97DNYfe5I,2,1,0,0,0,0,0
508,BI97DNYfe5I$_$10,BI97DNYfe5I,2,1,0,0,0,0,0
509,BI97DNYfe5I$_$13,BI97DNYfe5I,2,1,0,0,0,0,0
510,BI97DNYfe5I$_$12,BI97DNYfe5I,2,1,0,0,0,0,0
511,BI97DNYfe5I$_$15,BI97DNYfe5I,2,1,0,0,0,0,0
512,BI97DNYfe5I$_$14,BI97DNYfe5I,2,1,0,0,0,0,0
513,BI97DNYfe5I$_$17,BI97DNYfe5I,2,1,0,0,0,0,0
514,BI97DNYfe5I$_$16,BI97DNYfe5I,2,1,0,0,0,0,0
515,BI97DNYfe5I$_$19,BI97DNYfe5I,2,1,0,0,0,0,0
516,BI97DNYfe5I$_$18,BI97DNYfe5I,2,1,0,0,0,0,0
517,BI97DNYfe5I$_$31,BI97DNYfe5I,2,1,0,0,0,0,0
518,BI97DNYfe5I$_$30,BI97DNYfe5I,2,1,0,0,0,0,0
519,BXuRRbG0Ugk$_$24,BXuRRbG0Ugk,0,1,0,0,0,0,1
520,BXuRRbG0Ugk$_$25,BXuRRbG0Ugk,0,1,0,0,0,0,1
521,BXuRRbG0Ugk$_$26,BXuRRbG0Ugk,0,1,0,0,0,0,1
522,BXuRRbG0Ugk$_$27,BXuRRbG0Ugk,0,1,0,0,0,0,1
523,BXuRRbG0Ugk$_$20,BXuRRbG0Ugk,0,1,0,0,0,0,1
524,BXuRRbG0Ugk$_$21,BXuRRbG0Ugk,0,1,0,0,0,0,1
525,BXuRRbG0Ugk$_$22,BXuRRbG0Ugk,0,1,0,0,0,0,1
526,BXuRRbG0Ugk$_$23,BXuRRbG0Ugk,0,1,0,0,0,0,1
527,BXuRRbG0Ugk$_$28,BXuRRbG0Ugk,0,1,0,0,0,0,1
528,BXuRRbG0Ugk$_$29,BXuRRbG0Ugk,0,1,0,0,0,0,1
529,BXuRRbG0Ugk$_$1,BXuRRbG0Ugk,0,1,0,0,0,0,1
530,BXuRRbG0Ugk$_$3,BXuRRbG0Ugk,0,1,0,0,0,0,1
531,BXuRRbG0Ugk$_$2,BXuRRbG0Ugk,0,1,0,0,0,0,1
532,BXuRRbG0Ugk$_$5,BXuRRbG0Ugk,0,1,0,0,0,0,1
533,BXuRRbG0Ugk$_$4,BXuRRbG0Ugk,0,1,0,0,0,0,1
534,BXuRRbG0Ugk$_$7,BXuRRbG0Ugk,0,1,0,0,0,0,1
535,BXuRRbG0Ugk$_$6,BXuRRbG0Ugk,0,1,0,0,0,0,1
536,BXuRRbG0Ugk$_$9,BXuRRbG0Ugk,0,1,0,0,0,0,1
537,BXuRRbG0Ugk$_$8,BXuRRbG0Ugk,0,1,0,0,0,0,1
538,BXuRRbG0Ugk$_$11,BXuRRbG0Ugk,0,1,0,0,0,0,1
539,BXuRRbG0Ugk$_$10,BXuRRbG0Ugk,0,1,0,0,0,0,1
540,BXuRRbG0Ugk$_$13,BXuRRbG0Ugk,0,1,0,0,0,0,1
541,BXuRRbG0Ugk$_$12,BXuRRbG0Ugk,0,1,0,0,0,0,1
542,BXuRRbG0Ugk$_$15,BXuRRbG0Ugk,0,1,0,0,0,0,1
543,BXuRRbG0Ugk$_$14,BXuRRbG0Ugk,0,1,0,0,0,0,1
544,BXuRRbG0Ugk$_$17,BXuRRbG0Ugk,0,1,0,0,0,0,1
545,BXuRRbG0Ugk$_$16,BXuRRbG0Ugk,0,1,0,0,0,0,1
546,BXuRRbG0Ugk$_$19,BXuRRbG0Ugk,0,1,0,0,0,0,1
547,BXuRRbG0Ugk$_$18,BXuRRbG0Ugk,0,1,0,0,0,0,1
548,BXuRRbG0Ugk$_$31,BXuRRbG0Ugk,0,1,0,0,0,0,1
549,BXuRRbG0Ugk$_$30,BXuRRbG0Ugk,0,1,0,0,0,0,1
550,Bfr499ggo-0$_$20,Bfr499ggo-0,2,0,0,0,0,0,0
551,Bfr499ggo-0$_$21,Bfr499ggo-0,2,0,0,0,0,0,0
552,Bfr499ggo-0$_$22,Bfr499ggo-0,2,0,0,0,0,0,0
553,Bfr499ggo-0$_$1,Bfr499ggo-0,2,0,0,0,0,0,0
554,Bfr499ggo-0$_$3,Bfr499ggo-0,2,0,0,0,0,0,0
555,Bfr499ggo-0$_$2,Bfr499ggo-0,2,0,0,0,0,0,0
556,Bfr499ggo-0$_$5,Bfr499ggo-0,2,0,0,0,0,0,0
557,Bfr499ggo-0$_$4,Bfr499ggo-0,2,0,0,0,0,0,0
558,Bfr499ggo-0$_$7,Bfr499ggo-0,2,0,0,0,0,0,0
559,Bfr499ggo-0$_$6,Bfr499ggo-0,2,0,0,0,0,0,0
560,Bfr499ggo-0$_$9,Bfr499ggo-0,2,0,0,0,0,0,0
561,Bfr499ggo-0$_$8,Bfr499ggo-0,2,0,0,0,0,0,0
562,Bfr499ggo-0$_$11,Bfr499ggo-0,2,0,0,0,0,0,0
563,Bfr499ggo-0$_$10,Bfr499ggo-0,2,0,0,0,0,0,0
564,Bfr499ggo-0$_$13,Bfr499ggo-0,2,0,0,0,0,0,0
565,Bfr499ggo-0$_$12,Bfr499ggo-0,2,0,0,0,0,0,0
566,Bfr499ggo-0$_$15,Bfr499ggo-0,2,0,0,0,0,0,0
567,Bfr499ggo-0$_$14,Bfr499ggo-0,2,0,0,0,0,0,0
568,Bfr499ggo-0$_$17,Bfr499ggo-0,2,0,0,0,0,0,0
569,Bfr499ggo-0$_$16,Bfr499ggo-0,2,0,0,0,0,0,0
570,Bfr499ggo-0$_$19,Bfr499ggo-0,2,0,0,0,0,0,0
571,Bfr499ggo-0$_$18,Bfr499ggo-0,2,0,0,0,0,0,0
572,BioHAh1qJAQ$_$24,BioHAh1qJAQ,4,0,0,0,0,0,0
573,BioHAh1qJAQ$_$25,BioHAh1qJAQ,4,0,0,0,0,0,0
574,BioHAh1qJAQ$_$26,BioHAh1qJAQ,4,0,0,0,0,0,0
575,BioHAh1qJAQ$_$27,BioHAh1qJAQ,4,0,0,0,0,0,0
576,BioHAh1qJAQ$_$20,BioHAh1qJAQ,4,0,0,0,0,0,0
577,BioHAh1qJAQ$_$21,BioHAh1qJAQ,4,0,0,0,0,0,0
578,BioHAh1qJAQ$_$22,BioHAh1qJAQ,4,0,0,0,0,0,0
579,BioHAh1qJAQ$_$23,BioHAh1qJAQ,4,0,0,0,0,0,0
580,BioHAh1qJAQ$_$28,BioHAh1qJAQ,4,0,0,0,0,0,0
581,BioHAh1qJAQ$_$29,BioHAh1qJAQ,4,0,0,0,0,0,0
582,BioHAh1qJAQ$_$1,BioHAh1qJAQ,4,0,0,0,0,0,0
583,BioHAh1qJAQ$_$3,BioHAh1qJAQ,4,0,0,0,0,0,0
584,BioHAh1qJAQ$_$2,BioHAh1qJAQ,4,0,0,0,0,0,0
585,BioHAh1qJAQ$_$5,BioHAh1qJAQ,4,0,0,0,0,0,0
586,BioHAh1qJAQ$_$4,BioHAh1qJAQ,4,0,0,0,0,0,0
587,BioHAh1qJAQ$_$7,BioHAh1qJAQ,4,0,0,0,0,0,0
588,BioHAh1qJAQ$_$6,BioHAh1qJAQ,4,0,0,0,0,0,0
589,BioHAh1qJAQ$_$9,BioHAh1qJAQ,4,0,0,0,0,0,0
590,BioHAh1qJAQ$_$8,BioHAh1qJAQ,4,0,0,0,0,0,0
591,BioHAh1qJAQ$_$11,BioHAh1qJAQ,4,0,0,0,0,0,0
592,BioHAh1qJAQ$_$10,BioHAh1qJAQ,4,0,0,0,0,0,0
593,BioHAh1qJAQ$_$13,BioHAh1qJAQ,4,0,0,0,0,0,0
594,BioHAh1qJAQ$_$12,BioHAh1qJAQ,4,0,0,0,0,0,0
595,BioHAh1qJAQ$_$15,BioHAh1qJAQ,4,0,0,0,0,0,0
596,BioHAh1qJAQ$_$14,BioHAh1qJAQ,4,0,0,0,0,0,0
597,BioHAh1qJAQ$_$17,BioHAh1qJAQ,4,0,0,0,0,0,0
598,BioHAh1qJAQ$_$16,BioHAh1qJAQ,4,0,0,0,0,0,0
599,BioHAh1qJAQ$_$19,BioHAh1qJAQ,4,0,0,0,0,0,0
600,BioHAh1qJAQ$_$18,BioHAh1qJAQ,4,0,0,0,0,0,0
601,BioHAh1qJAQ$_$30,BioHAh1qJAQ,4,0,0,0,0,0,0
602,BvYR0L6f2Ig$_$24,BvYR0L6f2Ig,1,0,0,0,0,0,0
603,BvYR0L6f2Ig$_$25,BvYR0L6f2Ig,1,0,0,0,0,0,0
604,BvYR0L6f2Ig$_$26,BvYR0L6f2Ig,1,0,0,0,0,0,0
605,BvYR0L6f2Ig$_$20,BvYR0L6f2Ig,1,0,0,0,0,0,0
606,BvYR0L6f2Ig$_$21,BvYR0L6f2Ig,1,0,0,0,0,0,0
607,BvYR0L6f2Ig$_$22,BvYR0L6f2Ig,1,0,0,0,0,0,0
608,BvYR0L6f2Ig$_$23,BvYR0L6f2Ig,1,0,0,0,0,0,0
609,BvYR0L6f2Ig$_$1,BvYR0L6f2Ig,1,0,0,0,0,0,0
610,BvYR0L6f2Ig$_$3,BvYR0L6f2Ig,1,0,0,0,0,0,0
611,BvYR0L6f2Ig$_$2,BvYR0L6f2Ig,1,0,0,0,0,0,0
612,BvYR0L6f2Ig$_$5,BvYR0L6f2Ig,1,0,0,0,0,0,0
613,BvYR0L6f2Ig$_$4,BvYR0L6f2Ig,1,0,0,0,0,0,0
614,BvYR0L6f2Ig$_$7,BvYR0L6f2Ig,1,0,0,0,0,0,0
615,BvYR0L6f2Ig$_$6,BvYR0L6f2Ig,1,0,0,0,0,0,0
616,BvYR0L6f2Ig$_$9,BvYR0L6f2Ig,1,0,0,0,0,0,0
617,BvYR0L6f2Ig$_$8,BvYR0L6f2Ig,1,0,0,0,0,0,0
618,BvYR0L6f2Ig$_$11,BvYR0L6f2Ig,1,0,0,0,0,0,0
619,BvYR0L6f2Ig$_$10,BvYR0L6f2Ig,1,0,0,0,0,0,0
620,BvYR0L6f2Ig$_$13,BvYR0L6f2Ig,1,0,0,0,0,0,0
621,BvYR0L6f2Ig$_$12,BvYR0L6f2Ig,1,0,0,0,0,0,0
622,BvYR0L6f2Ig$_$15,BvYR0L6f2Ig,1,0,0,0,0,0,0
623,BvYR0L6f2Ig$_$14,BvYR0L6f2Ig,1,0,0,0,0,0,0
624,BvYR0L6f2Ig$_$17,BvYR0L6f2Ig,1,0,0,0,0,0,0
625,BvYR0L6f2Ig$_$16,BvYR0L6f2Ig,1,0,0,0,0,0,0
626,BvYR0L6f2Ig$_$19,BvYR0L6f2Ig,1,0,0,0,0,0,0
627,BvYR0L6f2Ig$_$18,BvYR0L6f2Ig,1,0,0,0,0,0,0
628,Ci-AH39fi3Y$_$42,Ci-AH39fi3Y,4,0,0,0,0,0,0
629,Ci-AH39fi3Y$_$43,Ci-AH39fi3Y,4,0,0,0,0,0,0
630,Ci-AH39fi3Y$_$24,Ci-AH39fi3Y,4,0,0,0,0,0,0
631,Ci-AH39fi3Y$_$25,Ci-AH39fi3Y,4,0,0,0,0,0,0
632,Ci-AH39fi3Y$_$26,Ci-AH39fi3Y,4,0,0,0,0,0,0
633,Ci-AH39fi3Y$_$27,Ci-AH39fi3Y,4,0,0,0,0,0,0
634,Ci-AH39fi3Y$_$20,Ci-AH39fi3Y,4,0,0,0,0,0,0
635,Ci-AH39fi3Y$_$21,Ci-AH39fi3Y,4,0,0,0,0,0,0
636,Ci-AH39fi3Y$_$22,Ci-AH39fi3Y,4,0,0,0,0,0,0
637,Ci-AH39fi3Y$_$23,Ci-AH39fi3Y,4,0,0,0,0,0,0
638,Ci-AH39fi3Y$_$44,Ci-AH39fi3Y,4,0,0,0,0,0,0
639,Ci-AH39fi3Y$_$28,Ci-AH39fi3Y,4,0,0,0,0,0,0
640,Ci-AH39fi3Y$_$29,Ci-AH39fi3Y,4,0,0,0,0,0,0
641,Ci-AH39fi3Y$_$40,Ci-AH39fi3Y,4,0,0,0,0,0,0
642,Ci-AH39fi3Y$_$41,Ci-AH39fi3Y,4,0,0,0,0,0,0
643,Ci-AH39fi3Y$_$1,Ci-AH39fi3Y,4,0,0,0,0,0,0
