video_id	clip_count	label_mean	label_median	label_std	label_mad	label_min	label_max	label_range	positive_count	negative_count	neutral_count	all_pair_count	selected_pair_count	selected_pair_weight_sum	valid_pair_count_delta_1_0	valid_pair_count_delta_0_75	valid_pair_count_delta_0_5
45676	9	0.03703703358769417	0.0	0.6562979817390442	0.3333333432674408	-1.3333333730697632	1.0	2.3333334922790527	4	2	3	36	14	0.9999999999999997	14	14	23
45c3QQzGakM	2	0.3333333432674408	0.3333333432674408	0.3333333432674408	0.3333333432674408	0.0	0.6666666865348816	0.6666666865348816	1	0	1	1	0	0.0	0	0	1
46497	5	-1.5333333015441895	-1.6666666269302368	0.8844333291053772	0.3333333730697632	-2.6666667461395264	0.0	2.6666667461395264	0	4	1	10	6	0.9999999999999999	6	6	8
46604	9	-1.1111111640930176	-1.0	0.8606629371643066	0.6666666269302368	-2.6666667461395264	0.0	2.6666667461395264	0	7	2	36	22	0.9999999999999997	22	22	28
46618	9	-1.4814815521240234	-1.3333333730697632	0.862255334854126	0.6666666269302368	-2.6666667461395264	0.0	2.6666667461395264	0	8	1	36	22	0.9999999999999997	22	22	27
47472	16	-0.5208333730697632	-0.1666666716337204	0.949917733669281	0.3333333432674408	-2.3333332538604736	1.6666666269302368	4.0	1	8	7	120	60	1.0000000000000013	60	63	83
48BD8qjClfE	1	1.6666666269302368	1.6666666269302368	0.0	0.0	1.6666666269302368	1.6666666269302368	0.0	1	0	0	0	0	0.0	0	0	0
48nifdN2vSI	1	0.6666666865348816	0.6666666865348816	0.0	0.0	0.6666666865348816	0.6666666865348816	0.0	1	0	0	0	0	0.0	0	0	0
48u68AzcWvE	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	0	0	0.0	0	0	0
49358	14	-0.4761904776096344	0.0	0.8611019849777222	0.6666666865348816	-2.0	1.0	3.0	3	6	5	91	55	1.0000000000000002	55	55	61
4AQC7_uCuEE	22	0.27272728085517883	0.3333333432674408	0.49885085225105286	0.3333333432674408	-0.6666666865348816	1.3333333730697632	2.0	12	4	6	231	60	1.0000000000000013	60	60	116
4BoE-woHtwA	11	0.363636314868927	0.0	1.1586699485778809	1.0	-1.3333333730697632	2.0	3.3333334922790527	5	5	1	55	34	1.0	34	37	42
4CKhrjuuofk	9	-0.18518517911434174	0.3333333432674408	0.7388865351676941	0.0	-1.6666666269302368	0.3333333432674408	2.0	5	3	1	36	14	0.9999999999999997	14	14	19
4EEru3cZwXo	4	-0.25	-0.3333333432674408	0.6400954723358154	0.5	-1.0	0.6666666865348816	1.6666667461395264	1	2	1	6	3	1.0	3	3	5
4Fw9TbWIVJI	1	0.3333333432674408	0.3333333432674408	0.0	0.0	0.3333333432674408	0.3333333432674408	0.0	1	0	0	0	0	0.0	0	0	0
4GYfmpEEtl4	6	0.4444444179534912	0.3333333432674408	0.31426969170570374	0.1666666716337204	0.0	1.0	1.0	5	0	1	15	1	1.0	1	1	5
4H9RfQuqsvg	5	0.5333333611488342	0.3333333432674408	0.8055364489555359	0.3333333432674408	-0.3333333432674408	2.0	2.3333332538604736	3	1	1	10	5	1.0	5	5	7
4HAC00EAdno	10	0.4333333373069763	0.3333333432674408	0.4229525923728943	0.3333333432674408	-0.3333333432674408	1.3333333730697632	1.6666667461395264	8	1	1	45	9	1.0000000000000002	9	9	19
4HazSkYihtw	1	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1	0	0	0	0	0.0	0	0	0
4Kh5N9W-Jr4	11	1.0000001192092896	0.6666666865348816	0.5318160057067871	0.3333333432674408	0.3333333432674408	2.0	1.6666666269302368	11	0	0	55	14	0.9999999999999997	14	18	33
4Q7OkrJLzAc	5	0.4000000059604645	0.0	0.4898979663848877	0.0	0.0	1.0	1.0	2	0	3	10	6	0.9999999999999999	6	6	6
4Q95Lg3Icho	25	0.9999999403953552	1.6666666269302368	1.4298408031463623	0.6666666269302368	-1.3333333730697632	3.0	4.333333492279053	16	8	1	300	64	1.0	183	191	233
4Ry6M_ZfJQc	2	-1.3333333730697632	-1.3333333730697632	0.0	0.0	-1.3333333730697632	-1.3333333730697632	0.0	0	2	0	1	0	0.0	0	0	0
4VA4kqMnEqA	9	0.5185185074806213	0.3333333432674408	0.8478164672851562	0.6666666269302368	-0.6666666865348816	2.0	2.6666667461395264	5	2	2	36	19	0.9999999999999996	19	20	27
4Vl6AeEkAg4	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	2	1	0	0.0	0	0	0
4WTVL5bNybU	3	-0.2222222238779068	0.0	0.8314794301986694	0.6666666865348816	-1.3333333730697632	0.6666666865348816	2.0	1	1	1	3	2	1.0	2	2	3
4Yxe1_ohz7Y	1	0.3333333432674408	0.3333333432674408	0.0	0.0	0.3333333432674408	0.3333333432674408	0.0	1	0	0	0	0	0.0	0	0	0
4Z47qIrVil4	2	0.1666666716337204	0.1666666716337204	0.1666666716337204	0.1666666716337204	0.0	0.3333333432674408	0.3333333432674408	1	0	1	1	0	0.0	0	0	0
4ZhIx2ozUIE	4	0.75	0.6666666865348816	0.4330126941204071	0.3333333432674408	0.3333333432674408	1.3333333730697632	1.0	4	0	0	6	2	1.0	2	2	4
4hEWns7JBg0	26	0.9743589162826538	1.0	0.8717949390411377	0.5	-0.6666666865348816	2.6666667461395264	3.3333334922790527	21	3	2	325	64	1.0	149	173	226
4iG0ffmnCOw	11	1.1515151262283325	0.6666666865348816	0.9030099511146545	0.6666666865348816	0.0	2.6666667461395264	2.6666667461395264	10	0	1	55	29	0.9999999999999996	29	30	38
4iw1jTY-X3A	10	-0.20000000298023224	0.0	1.1661903858184814	0.8333333730697632	-2.3333332538604736	1.6666666269302368	4.0	4	4	2	45	29	0.9999999999999996	29	31	39
4jTUcNlxlYA	9	0.37037038803100586	0.0	0.6928995251655579	0.3333333432674408	-0.6666666865348816	1.6666666269302368	2.3333332538604736	4	1	4	36	14	0.9999999999999997	14	15	24
4kF0U8kIMp4	7	0.6190476417541504	0.6666666865348816	0.32991448044776917	0.3333333432674408	0.3333333432674408	1.3333333730697632	1.0	7	0	0	21	3	1.0	3	3	6
4lKz4xyCmkk	12	0.1111111119389534	0.0	0.2832788825035095	0.0	-0.3333333432674408	0.6666666865348816	1.0	3	1	8	66	2	1.0	2	2	19
4lro65JwQdc	2	0.1666666716337204	0.1666666716337204	0.1666666716337204	0.1666666716337204	0.0	0.3333333432674408	0.3333333432674408	1	0	1	1	0	0.0	0	0	0
4oeKDFIaL7o	4	-0.16666671633720398	-0.3333333134651184	1.0671874284744263	0.8333333730697632	-1.3333333730697632	1.3333333730697632	2.6666667461395264	2	2	0	6	5	1.0	5	5	5
4poXF3xo6Z8	13	1.0256409645080566	1.0	0.5914134979248047	0.6666666269302368	0.0	2.0	2.0	12	0	1	78	23	0.9999999999999996	23	29	49
4qVvLLFEYnk	1	0.3333333432674408	0.3333333432674408	0.0	0.0	0.3333333432674408	0.3333333432674408	0.0	1	0	0	0	0	0.0	0	0	0
4qjz4BQCZyM	2	0.8333333730697632	0.8333333730697632	0.5	0.5	0.3333333432674408	1.3333333730697632	1.0	2	0	0	1	1	1.0	1	1	1
4qoB5a6dR3w	4	1.4166667461395264	1.5	0.5951189994812012	0.5	0.6666666865348816	2.0	1.3333332538604736	4	0	0	6	4	1.0	4	4	4
4wdeBJ39Cuw	5	-1.0	-1.0	0.21081852912902832	0.0	-1.3333333730697632	-0.6666666865348816	0.6666666865348816	0	5	0	10	0	0.0	0	0	1
4wuug3-5cWo	13	0.7692307233810425	1.0	0.645624577999115	0.3333333730697632	-0.6666666865348816	1.6666666269302368	2.3333332538604736	11	1	1	78	33	0.9999999999999993	33	34	48
50453	13	-0.35897430777549744	0.0	0.9910844564437866	0.6666666865348816	-2.3333332538604736	1.3333333730697632	3.6666665077209473	4	6	3	78	47	1.0000000000000004	47	48	63
51224	10	-0.4333333373069763	-0.3333333432674408	0.8306623697280884	0.5	-2.0	1.0	3.0	2	5	3	45	25	1.0000000000000002	25	25	35
52068	22	0.28787878155708313	0.3333333432674408	0.7540828585624695	0.3333333432674408	-1.0	2.0	3.0	13	5	4	231	64	1.0	110	110	150
52839	14	0.6190475821495056	0.1666666716337204	1.0605264902114868	0.8333333134651184	-0.6666666865348816	2.6666667461395264	3.3333334922790527	7	3	4	91	55	1.0000000000000002	55	55	70
53742	12	-0.5000000596046448	-0.1666666716337204	0.8443713784217834	0.3333333432674408	-2.0	0.6666666865348816	2.6666667461395264	2	6	4	66	34	1.0	34	34	44
54CM1_GA-uw	2	0.3333333432674408	0.3333333432674408	0.3333333432674408	0.3333333432674408	0.0	0.6666666865348816	0.6666666865348816	1	0	1	1	0	0.0	0	0	1
55156	13	-0.5384615659713745	-1.0	0.9830917119979858	0.6666666269302368	-1.6666666269302368	1.6666666269302368	3.3333332538604736	2	7	4	78	46	0.9999999999999994	46	47	60
55T4QNcdpOk	3	-0.2222222238779068	0.0	0.31426969170570374	0.0	-0.6666666865348816	0.0	0.6666666865348816	0	1	2	3	0	0.0	0	0	2
56006	13	-0.4358974099159241	0.0	1.3229378461837769	1.6666666269302368	-2.3333332538604736	1.6666666269302368	4.0	4	6	3	78	51	1.0000000000000007	51	53	59
56276	16	-1.8125	-2.1666665077209473	1.1958768367767334	0.5000002384185791	-3.0	1.0	4.0	1	13	2	120	64	1.0	65	66	85
57618	17	-1.2745096683502197	-1.6666666269302368	1.1331908702850342	0.6666666269302368	-2.3333332538604736	2.3333332538604736	4.666666507720947	1	14	2	136	59	0.9999999999999989	59	59	95
59333	20	-0.46666669845581055	0.0	1.0295629501342773	0.6666666865348816	-2.3333332538604736	1.6666666269302368	4.0	5	9	6	190	64	1.0	104	110	144
5F-KEGK9eXo	2	0.8333333730697632	0.8333333730697632	0.1666666567325592	0.1666666567325592	0.6666666865348816	1.0	0.3333333134651184	2	0	0	1	0	0.0	0	0	0
5FbzKjx3Lho	3	0.4444444477558136	0.3333333432674408	0.4157397150993347	0.3333333432674408	0.0	1.0	1.0	2	0	1	3	1	1.0	1	1	2
5Fs_7A_V2kA	5	0.800000011920929	1.0	0.2666666507720947	0.0	0.3333333432674408	1.0	0.6666666269302368	5	0	0	10	0	0.0	0	0	3
5HjbZAbB-Lg	3	0.555555522441864	1.3333333730697632	1.3425606489181519	0.33333325386047363	-1.3333333730697632	1.6666666269302368	3.0	2	1	0	3	2	1.0	2	2	2
5IhAgV0Bf_4	3	0.7777777314186096	0.3333333432674408	0.8748897910118103	0.3333333432674408	0.0	2.0	2.0	2	0	1	3	2	1.0	2	2	2
5JMpMKAO-Mk	3	0.5555555820465088	0.6666666865348816	0.15713484585285187	0.0	0.3333333432674408	0.6666666865348816	0.3333333432674408	3	0	0	3	0	0.0	0	0	0
5OLO6zEbrVw	4	-0.1666666716337204	0.0	0.28867512941360474	0.0	-0.6666666865348816	0.0	0.6666666865348816	0	1	3	6	0	0.0	0	0	3
5OXuBO5buF8	3	1.4444442987442017	1.6666666269302368	0.566557765007019	0.3333333730697632	0.6666666865348816	2.0	1.3333332538604736	3	0	0	3	1	1.0	1	2	2
5PqwxUYIe3c	4	0.8333333134651184	0.8333333730697632	0.6009252071380615	0.4999999701976776	0.0	1.6666666269302368	1.6666666269302368	3	0	1	6	2	1.0	2	3	5
5QXHyL3BMto	2	0.8333333730697632	0.8333333730697632	0.1666666567325592	0.1666666567325592	0.6666666865348816	1.0	0.3333333134651184	2	0	0	1	0	0.0	0	0	0
5R5fDxZUL8M	8	1.3333332538604736	1.3333333730697632	0.7071067094802856	0.6666666865348816	0.3333333432674408	2.3333332538604736	1.9999998807907104	8	0	0	28	9	1.0000000000000002	9	15	21
5RVF_3YBUVI	1	0.6666666865348816	0.6666666865348816	0.0	0.0	0.6666666865348816	0.6666666865348816	0.0	1	0	0	0	0	0.0	0	0	0
5Tqu1IXJjGY	5	-0.6000000238418579	-1.0	0.800000011920929	0.3333333730697632	-1.3333333730697632	0.6666666865348816	2.0	1	3	1	10	6	0.9999999999999999	6	6	7
5VKMctXBN9M	4	-0.1666666716337204	0.1666666716337204	0.6871843338012695	0.1666666716337204	-1.3333333730697632	0.3333333432674408	1.6666667461395264	2	1	1	6	3	1.0	3	3	3
5XX0csik6VQ	5	0.2666666805744171	0.3333333432674408	0.24944384396076202	0.3333333432674408	0.0	0.6666666865348816	0.6666666865348816	3	0	2	10	0	0.0	0	0	2
5YnYGjrhzF4	10	-0.5666666626930237	-0.5	0.5587685108184814	0.5	-1.3333333730697632	0.3333333432674408	1.6666667461395264	1	7	2	45	17	1.0	17	17	27
5eA5HpyFsIk	2	0.3333333432674408	0.3333333432674408	0.3333333432674408	0.3333333432674408	0.0	0.6666666865348816	0.6666666865348816	1	0	1	1	0	0.0	0	0	1
5hXC8JbiLd8	2	0.8333333134651184	0.8333333134651184	0.8333333134651184	0.8333333134651184	0.0	1.6666666269302368	1.6666666269302368	1	0	1	1	1	1.0	1	1	1
5oEuiBPUTYc	6	0.5000000596046448	0.5	0.5692750811576843	0.5	-0.3333333432674408	1.3333333730697632	1.6666667461395264	4	1	1	15	6	0.9999999999999999	6	6	10
5qQs9Cfydo4	6	0.0555555522441864	0.1666666716337204	0.6211300492286682	0.5	-0.6666666865348816	0.6666666865348816	1.3333333730697632	3	3	0	15	9	1.0000000000000002	9	9	9
5qxZFmIaynE	21	0.1111111044883728	0.0	0.278570294380188	0.3333333432674408	-0.6666666865348816	0.6666666865348816	1.3333333730697632	9	2	10	210	10	0.9999999999999999	10	10	38
5sDBK-lP8Pg	2	0.6666666865348816	0.6666666865348816	0.3333333134651184	0.3333333134651184	0.3333333432674408	1.0	0.6666666269302368	2	0	0	1	0	0.0	0	0	1
5tV5rZZJDCE	5	0.4000000059604645	0.3333333432674408	0.13333334028720856	0.0	0.3333333432674408	0.6666666865348816	0.3333333432674408	5	0	0	10	0	0.0	0	0	0
5wpCKY2U1NE	8	0.0	0.0	0.3333333432674408	0.3333333432674408	-0.3333333432674408	0.6666666865348816	1.0	2	3	3	28	3	1.0	3	3	9
6-0bcijTR8k	1	2.6666667461395264	2.6666667461395264	0.0	0.0	2.6666667461395264	2.6666667461395264	0.0	1	0	0	0	0	0.0	0	0	0
60037	17	1.313725471496582	1.0	0.9866467118263245	0.6666666269302368	0.0	3.0	3.0	16	0	1	136	64	1.0	71	73	93
60Qw70Rd9Yg	3	0.0	-0.3333333432674408	0.4714045524597168	0.0	-0.3333333432674408	0.6666666865348816	1.0	1	2	0	3	2	1.0	2	2	2
65kkuNV921k	16	-0.4583333432674408	-0.5	0.6441510319709778	0.5	-1.6666666269302368	0.6666666865348816	2.3333332538604736	3	10	3	120	44	0.9999999999999994	44	48	78
663uRzFOfrg	2	0.0	0.0	0.3333333432674408	0.3333333432674408	-0.3333333432674408	0.3333333432674408	0.6666666865348816	1	1	0	1	0	0.0	0	0	1
69707	8	-1.125	-0.8333333730697632	0.9709317088127136	0.8333333134651184	-3.0	0.0	3.0	0	6	2	28	16	1.0	16	18	23
69NtV79qgOg	5	0.40000003576278687	0.3333333432674408	0.5734883546829224	0.3333333432674408	-0.3333333432674408	1.3333333730697632	1.6666667461395264	3	1	1	10	4	1.0	4	4	7
6E-yr6nPxGA	4	-0.0833333432674408	0.0	0.8620067238807678	0.6666666865348816	-1.3333333730697632	1.0	2.3333334922790527	2	2	0	6	4	1.0	4	4	6
6G8JJ69aN6o	7	0.9523809552192688	0.6666666865348816	0.5172752737998962	0.3333333134651184	0.3333333432674408	2.0	1.6666666269302368	7	0	0	21	6	0.9999999999999999	6	6	11
6IUj6jyoTl0	3	-0.4444444179534912	-1.0	0.7856742143630981	0.0	-1.0	0.6666666865348816	1.6666667461395264	1	2	0	3	2	1.0	2	2	2
6J_yzh1LNAE	2	0.6666666865348816	0.6666666865348816	0.3333333134651184	0.3333333134651184	0.3333333432674408	1.0	0.6666666269302368	2	0	0	1	0	0.0	0	0	1
6MYUY5tC2Us	7	0.2857142984867096	0.3333333432674408	0.3299144506454468	0.3333333432674408	0.0	1.0	1.0	4	0	3	21	3	1.0	3	3	6
6MloL1gIccs	11	0.575757622718811	0.3333333432674408	0.5142594575881958	0.3333333432674408	0.0	1.6666666269302368	1.6666666269302368	9	0	2	55	16	1.0	16	17	26
6PLlauWxF5E	2	1.0	1.0	0.3333333432674408	0.3333333432674408	0.6666666865348816	1.3333333730697632	0.6666666865348816	2	0	0	1	0	0.0	0	0	1
6T1GHj7qwYs	3	1.4444445371627808	1.3333333730697632	0.1571348011493683	0.0	1.3333333730697632	1.6666666269302368	0.33333325386047363	3	0	0	3	0	0.0	0	0	0
6TDXQtGUNEs	12	0.4722222089767456	0.3333333432674408	0.9374743103981018	0.3333333432674408	-1.3333333730697632	2.3333332538604736	3.6666665077209473	8	2	2	66	33	0.9999999999999993	33	33	43
6TKaGMkO69E	3	-0.7777777314186096	-1.6666666269302368	1.2570786476135254	0.0	-1.6666666269302368	1.0	2.6666665077209473	1	2	0	3	2	1.0	2	2	2
6UV6ktwbLoo	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	4	6	0	0.0	0	0	0
6Vg10LxmWUY	5	0.2666666805744171	0.0	0.38873013854026794	0.0	0.0	1.0	1.0	2	0	3	10	3	1.0	3	3	4
6WDchK7TuL8	3	0.6666666865348816	0.6666666865348816	0.5443310737609863	0.6666666865348816	0.0	1.3333333730697632	1.3333333730697632	2	0	1	3	1	1.0	1	1	3
6YNAmRjpxlA	4	0.0833333358168602	0.0	0.14433756470680237	0.0	0.0	0.3333333432674408	0.3333333432674408	1	0	3	6	0	0.0	0	0	0
6_k3cw9_k-Y	1	-1.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	0	1	0	0	0	0.0	0	0	0
6aoTjlvo0js	4	0.0	0.0	0.2357022762298584	0.1666666716337204	-0.3333333432674408	0.3333333432674408	0.6666666865348816	1	1	2	6	0	0.0	0	0	1
6c7vAwDSVGc	2	0.5	0.5	0.1666666716337204	0.1666666716337204	0.3333333432674408	0.6666666865348816	0.3333333432674408	2	0	0	1	0	0.0	0	0	0
6hp1SGhVYfY	2	1.5	1.5	1.1666667461395264	1.1666667461395264	0.3333333432674408	2.6666667461395264	2.3333334922790527	2	0	0	1	1	1.0	1	1	1
6ng8CZ0ULK4	12	0.7777778506278992	0.6666666865348816	0.5328701734542847	0.3333333134651184	0.0	2.0	2.0	10	0	2	66	19	0.9999999999999996	19	19	35
6q5uKCgairk	14	0.6666666865348816	0.5	0.5634361505508423	0.5	0.0	1.6666666269302368	1.6666666269302368	11	0	3	91	27	0.9999999999999993	27	31	51
6qPjYvdZiLA	1	-0.3333333432674408	-0.3333333432674408	0.0	0.0	-0.3333333432674408	-0.3333333432674408	0.0	0	1	0	0	0	0.0	0	0	0
6qmReTSoz0E	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	0	0	0.0	0	0	0
6rkV4QRcVnk	7	0.4285714328289032	0.0	0.8109230995178223	0.0	-0.3333333432674408	2.0	2.3333332538604736	2	1	4	21	10	0.9999999999999999	10	10	11
6slq62RwH3Q	11	1.7575756311416626	2.0	0.7925270795822144	0.3333333730697632	0.0	2.6666667461395264	2.6666667461395264	10	0	1	55	21	1.0000000000000004	21	25	37
6vbd4o5rIjM	7	0.4761904776096344	0.0	0.8329931497573853	0.0	0.0	2.3333332538604736	2.3333332538604736	2	0	5	21	11	1.0000000000000002	11	11	11
6xvVFYR5di0	8	0.4166666865348816	0.0	0.6614378094673157	0.0	0.0	2.0	2.0	3	0	5	28	7	0.9999999999999998	7	7	17
6zjv1TLqfF0	12	0.25	0.0	0.3367876708507538	0.0	0.0	1.0	1.0	5	0	7	66	7	0.9999999999999998	7	7	23
70420	19	-0.03508772328495979	0.0	0.6479363441467285	0.3333333432674408	-1.3333333730697632	1.3333333730697632	2.6666667461395264	6	6	7	171	64	1.0	70	70	99
70710	4	0.25	0.3333333432674408	0.36324161291122437	0.1666666716337204	-0.3333333432674408	0.6666666865348816	1.0	3	1	0	6	1	1.0	1	1	3
708sewcSXVY	3	0.5555555820465088	0.3333333432674408	0.566557765007019	0.3333333432674408	0.0	1.3333333730697632	1.3333333730697632	2	0	1	3	2	1.0	2	2	2
72017	14	-0.6428571343421936	-0.5	0.8679869174957275	0.5	-2.3333332538604736	1.0	3.3333332538604736	1	8	5	91	50	1.0000000000000004	50	53	67
72385	24	-1.0416666269302368	-0.6666666865348816	1.1797382831573486	0.8333333134651184	-3.0	1.0	4.0	2	16	6	276	64	1.0	165	173	210
72tXTrSXoMk	9	0.8888888955116272	0.6666666865348816	0.7698003053665161	0.3333333432674408	0.0	2.3333332538604736	2.3333332538604736	8	0	1	36	16	1.0	16	17	22
73447	18	-1.4999998807907104	-1.6666666269302368	0.8975274562835693	0.6666666269302368	-3.0	0.0	3.0	0	15	3	153	64	1.0	92	92	114
73449	15	-0.48888885974884033	-0.3333333432674408	1.0389927625656128	0.6666666865348816	-2.6666667461395264	0.6666666865348816	3.3333334922790527	5	8	2	105	57	1.0000000000000016	57	57	74
74101	9	-0.7037036418914795	0.0	1.1909581422805786	1.0	-2.6666667461395264	1.0	3.6666667461395264	2	4	3	36	26	0.9999999999999996	26	26	29
74184	13	-0.20512820780277252	0.0	0.8426500558853149	1.0	-1.6666666269302368	1.0	2.6666665077209473	3	6	4	78	50	1.0000000000000004	50	50	56
74870	12	-0.2222222238779068	-0.1666666716337204	0.24845200777053833	0.1666666716337204	-0.6666666865348816	0.0	0.6666666865348816	0	6	6	66	0	0.0	0	0	12
75938	10	-0.7666667103767395	-0.8333333730697632	0.8171766996383667	0.6666666269302368	-2.0	0.3333333432674408	2.3333332538604736	2	7	1	45	25	1.0000000000000002	25	25	32
76124	11	-0.3333333432674408	0.0	0.7247430682182312	0.0	-2.0	0.3333333432674408	2.3333332538604736	2	3	6	55	25	1.0000000000000002	25	25	26
76sN4tvbPGk	5	0.0	0.0	0.3651483952999115	0.3333333432674408	-0.6666666865348816	0.3333333432674408	1.0	2	1	2	10	2	1.0	2	2	4
78577	14	-0.1428571194410324	-0.3333333432674408	1.0816967487335205	0.6666666865348816	-1.6666666269302368	2.0	3.6666665077209473	5	8	1	91	54	0.9999999999999989	54	60	72
78Ncka6CY70	1	1.3333333730697632	1.3333333730697632	0.0	0.0	1.3333333730697632	1.3333333730697632	0.0	1	0	0	0	0	0.0	0	0	0
79644	6	-1.111111044883728	-1.5	0.8089010715484619	0.3333333134651184	-2.0	0.0	2.0	0	4	2	15	8	1.0	8	8	9
79934	7	-0.5238094925880432	0.0	0.9233675599098206	0.3333333432674408	-2.3333332538604736	0.3333333432674408	2.6666665077209473	2	3	2	21	11	1.0000000000000002	11	12	15
79935	20	-1.9000002145767212	-2.0	0.8888194561004639	0.6666666269302368	-3.0	0.3333333432674408	3.3333332538604736	2	18	0	190	64	1.0	70	79	120
7CLe7PZtna4	2	0.1666666716337204	0.1666666716337204	0.5	0.5	-0.3333333432674408	0.6666666865348816	1.0	1	1	0	1	1	1.0	1	1	1
7EWOMjaKlus	14	1.0238094329833984	1.1666667461395264	0.6838765144348145	0.3333333134651184	-0.3333333432674408	2.0	2.3333332538604736	12	1	1	91	40	1.0000000000000004	40	40	59
7R70kKqtGh0	3	1.4444445371627808	1.3333333730697632	0.4157397150993347	0.3333333730697632	1.0	2.0	1.0	3	0	0	3	1	1.0	1	1	2
7SsmaZZ7mz0	4	1.5000001192092896	1.1666667461395264	0.6871843338012695	0.16666674613952637	1.0	2.6666667461395264	1.6666667461395264	4	0	0	6	3	1.0	3	3	3
7U_z0JfleAw	5	0.20000000298023224	0.3333333432674408	0.33993464708328247	0.3333333432674408	-0.3333333432674408	0.6666666865348816	1.0	3	1	1	10	1	1.0	1	1	4
7UlSX-syPeo	21	0.9523808360099792	1.0	0.5274047255516052	0.3333333730697632	0.0	1.6666666269302368	1.6666666269302368	18	0	3	210	49	1.0000000000000007	49	61	114
7Vp6Lvin1rA	5	0.06666665524244308	0.0	0.4898979663848877	0.3333333432674408	-0.3333333432674408	1.0	1.3333333730697632	1	2	2	10	4	1.0	4	4	4
7ZzbemE4QEE	39	0.3504273593425751	0.3333333432674408	0.5844553709030151	0.3333333432674408	-1.0	1.3333333730697632	2.3333334922790527	24	5	10	741	64	1.0	250	250	404
7eJqqvvziQo	8	0.875	0.6666666865348816	0.6859198808670044	0.5	0.0	2.0	2.0	7	0	1	28	14	0.9999999999999997	14	14	19
7eWclVCXOtk	8	0.25	0.1666666716337204	0.3996526598930359	0.1666666716337204	-0.3333333432674408	1.0	1.3333333730697632	4	1	3	28	5	1.0	5	5	12
7fPYpqzw1iY	2	0.6666666865348816	0.6666666865348816	0.3333333134651184	0.3333333134651184	0.3333333432674408	1.0	0.6666666269302368	2	0	0	1	0	0.0	0	0	1
7hSWYI99-24	5	0.5333333611488342	0.3333333432674408	0.5416025519371033	0.3333333432674408	0.0	1.3333333730697632	1.3333333730697632	3	0	2	10	5	1.0	5	5	6
7ifnoHhrMtA	7	0.1904761791229248	0.3333333432674408	0.6135284900665283	0.6666666269302368	-0.6666666865348816	1.0	1.6666667461395264	4	3	0	21	8	1.0	8	8	16
7oFimEZJQ_A	4	-1.5000001192092896	-1.1666667461395264	0.8975275158882141	0.33333340287208557	-3.0	-0.6666666865348816	2.3333332538604736	0	4	0	6	3	1.0	3	3	4
7pZPQbMKGkY	7	0.4285714626312256	0.6666666865348816	0.3868589699268341	0.3333333134651184	0.0	1.0	1.0	4	0	3	21	3	1.0	3	3	12
7rMLN0KKE5k	29	-0.20689657330513	-0.3333333432674408	1.1460870504379272	0.6666666865348816	-2.3333332538604736	2.3333332538604736	4.666666507720947	11	16	2	406	64	1.0	239	253	319
7sgAWvbLtiM	8	0.5	0.3333333432674408	0.5	0.3333333432674408	0.0	1.6666666269302368	1.6666666269302368	6	0	2	28	5	1.0	5	7	11
7vJy1zbopJ8	1	0.6666666865348816	0.6666666865348816	0.0	0.0	0.6666666865348816	0.6666666865348816	0.0	1	0	0	0	0	0.0	0	0	0
7wiaDbpiAQ8	1	0.6666666865348816	0.6666666865348816	0.0	0.0	0.6666666865348816	0.6666666865348816	0.0	1	0	0	0	0	0.0	0	0	0
7xiu1tAJ2d8	12	0.3611110746860504	0.3333333432674408	0.5846545696258545	0.3333333432674408	-0.6666666865348816	1.6666666269302368	2.3333332538604736	7	1	4	66	23	0.9999999999999996	23	23	37
8-Hi9NmF4rM	2	1.6666666269302368	1.6666666269302368	0.6666666269302368	0.6666666269302368	1.0	2.3333332538604736	1.3333332538604736	2	0	0	1	1	1.0	1	1	1
80620	11	-1.0909091234207153	-1.6666666269302368	0.9856640100479126	1.0000001192092896	-2.6666667461395264	0.3333333432674408	3.0	1	8	2	55	33	0.9999999999999993	33	33	37
80627	14	-0.7142857313156128	0.0	1.2205719947814941	0.8333333730697632	-2.6666667461395264	1.0	3.6666667461395264	3	6	5	91	59	0.9999999999999989	59	60	69
80866	17	-0.2549019455909729	0.0	0.6718368530273438	0.3333333432674408	-1.6666666269302368	0.6666666865348816	2.3333332538604736	4	5	8	136	52	1.0000000000000009	52	54	74
80914	9	-0.07407406717538834	0.3333333432674408	1.0631630420684814	0.6666666865348816	-2.0	1.6666666269302368	3.6666665077209473	5	4	0	36	23	0.9999999999999996	23	23	32
81406	8	-0.4166666269302368	0.0	1.1516895294189453	0.8333333730697632	-2.3333332538604736	1.0	3.3333332538604736	3	3	2	28	19	0.9999999999999996	19	19	22
81538	12	-0.8888888359069824	-1.1666667461395264	0.7243557572364807	0.33333340287208557	-2.3333332538604736	0.0	2.3333332538604736	0	8	4	66	30	0.9999999999999999	30	35	44
81615	8	-0.4999999701976776	-0.8333333730697632	1.1055415868759155	0.5	-2.3333332538604736	1.6666666269302368	4.0	2	5	1	28	20	1.0000000000000002	20	20	21
