sample_id,video_id,train_index,mode,label,prediction__cfcompat_seed1111,prediction__cfcompat_seed1114,prediction__moddrop_seed1111,prediction__moddrop_seed1114,prediction__uniform_kd_seed1111,expert_fold,judge_fold,meta_row_id,content_binding_key,hierarchical_binding_key
262165$_$21,262165,3212,L,-0.6666666865,-0.08526557684,-0.333858341,-0.04175575823,-0.1454645693,-0.00586090982,1,1,9ae7789f42d4ebf7ec4c96eba74f7f94e8035a3359e836bf9673edddad95fe12,262165$_$21,9ae7789f42d4ebf7ec4c96eba74f7f94e8035a3359e836bf9673edddad95fe12
262165$_$21,262165,3212,LA,-0.6666666865,-0.07967344671,-0.3285280168,-0.02505587041,-0.1416134983,-0.005075313151,1,1,cbcd7a14315fa7d3319c5d3aa9e2f7b76040ea42b7b96f78669237d0086ff196,262165$_$21,cbcd7a14315fa7d3319c5d3aa9e2f7b76040ea42b7b96f78669237d0086ff196
262165$_$21,262165,3212,LAV,-0.6666666865,-0.08756867796,-0.3688623011,-0.03894136846,-0.1598454267,-0.0115217641,1,1,5ee6e863c8dd2a6b8d7cef6fefb09fda4ce4c5cd4a71dc1505c9337e37c2f992,262165$_$21,5ee6e863c8dd2a6b8d7cef6fefb09fda4ce4c5cd4a71dc1505c9337e37c2f992
262165$_$21,262165,3212,LV,-0.6666666865,-0.09523013234,-0.369569242,-0.0522011742,-0.1545033008,-0.01347541809,1,1,990d3bb51a5b4a56cb8f401c1384d16df2485812ee9801065c8556bac2216938,262165$_$21,990d3bb51a5b4a56cb8f401c1384d16df2485812ee9801065c8556bac2216938
262165$_$22,262165,3213,L,-0.6666666865,0.2158356756,-0.06269837916,0.244792372,-0.1434315592,0.1400051564,1,1,4d31a23cdff8737ebd3160e0d14384e7708a6684fabf2e67f48f691bd19578c3,262165$_$22,4d31a23cdff8737ebd3160e0d14384e7708a6684fabf2e67f48f691bd19578c3
262165$_$22,262165,3213,LA,-0.6666666865,0.2186912298,-0.06147108227,0.2546010315,-0.1507283747,0.1399081498,1,1,36fdab0114a250329e25cc790dcf07a92d11cd53fbf6f9cd0463d0f11a2d94c6,262165$_$22,36fdab0114a250329e25cc790dcf07a92d11cd53fbf6f9cd0463d0f11a2d94c6
262165$_$22,262165,3213,LAV,-0.6666666865,0.2111606449,-0.04687967896,0.2524602711,-0.1556804925,0.1391073316,1,1,3ff894232dca09fce61e14468c546a636d752dcec016d56fa84461d3e491766d,262165$_$22,3ff894232dca09fce61e14468c546a636d752dcec016d56fa84461d3e491766d
262165$_$22,262165,3213,LV,-0.6666666865,0.2130373269,-0.04835332185,0.2417981029,-0.1451106817,0.1380776316,1,1,69f60479154149fae99d238f857c20e06045114490f95c4c259016388dd947cf,262165$_$22,69f60479154149fae99d238f857c20e06045114490f95c4c259016388dd947cf
262165$_$23,262165,3214,L,-1,-2.187451601,-2.022333622,-1.940104127,-2.134863853,-2.128902197,1,1,f09eaa4b35a0fe1276640db971e72c9b6137f7e277bbbba35c84359762369a64,262165$_$23,f09eaa4b35a0fe1276640db971e72c9b6137f7e277bbbba35c84359762369a64
262165$_$23,262165,3214,LA,-1,-2.219885826,-2.018830061,-1.968292475,-2.152111053,-2.156617641,1,1,40f45ac0cf74fcf761d8d28c61f7d8040b9a457123f440e229f25915f3e12766,262165$_$23,40f45ac0cf74fcf761d8d28c61f7d8040b9a457123f440e229f25915f3e12766
262165$_$23,262165,3214,LAV,-1,-2.252223253,-2.013239622,-1.999422789,-2.15846324,-2.188215971,1,1,0ebe4846bbaf2c674268c0f2fc5eb2c51e5b0ad4715b54fd89f23494496bd818,262165$_$23,0ebe4846bbaf2c674268c0f2fc5eb2c51e5b0ad4715b54fd89f23494496bd818
262165$_$23,262165,3214,LV,-1,-2.214354753,-2.021705151,-1.967543364,-2.138151407,-2.156566381,1,1,628110cd10422ad438df01e2ebb55d511011f2ca889d3d41096f46e06c605a31,262165$_$23,628110cd10422ad438df01e2ebb55d511011f2ca889d3d41096f46e06c605a31
262165$_$1,262165,3215,L,0,0.3061428666,0.2250007093,0.2382147908,0.3974522054,0.4356515408,1,1,1716561f4ab0806401d51ed89de3614c03c0840d1b30435e78978d71c9e4fe74,262165$_$1,1716561f4ab0806401d51ed89de3614c03c0840d1b30435e78978d71c9e4fe74
262165$_$1,262165,3215,LA,0,0.3224847913,0.230489105,0.2630540729,0.4033837616,0.4603966475,1,1,33b1b79b101eaed37d00999e215046a23e746d9c210e94d48c8103eb568c57c3,262165$_$1,33b1b79b101eaed37d00999e215046a23e746d9c210e94d48c8103eb568c57c3
262165$_$1,262165,3215,LAV,0,0.3242212832,0.2518494427,0.2707549036,0.4080992937,0.469679594,1,1,42481f384d852c0bb8d6287d9b0095990c265ff87449d40e60e529faddc8e43b,262165$_$1,42481f384d852c0bb8d6287d9b0095990c265ff87449d40e60e529faddc8e43b
262165$_$1,262165,3215,LV,0,0.3090256453,0.2327463329,0.2458000779,0.3968650699,0.4430603385,1,1,d9e036e037233795da3cd1d2721837ee401fd68b350522eb15376bed40032972,262165$_$1,d9e036e037233795da3cd1d2721837ee401fd68b350522eb15376bed40032972
262165$_$0,262165,3216,L,-0.3333333433,0.3098601103,0.344709307,0.4399722815,0.2489876598,0.3433532119,1,1,e932ee9a3611914c4e3b7f273692128f2751d89324cf62b8a9544be5d7ae4f12,262165$_$0,e932ee9a3611914c4e3b7f273692128f2751d89324cf62b8a9544be5d7ae4f12
262165$_$0,262165,3216,LA,-0.3333333433,0.2981875241,0.3496266007,0.4341909289,0.2533971667,0.3327907324,1,1,7320d4eaa5dac48e427ba0bb2a191e0094f415c67ce3a5bf4659b4e333454522,262165$_$0,7320d4eaa5dac48e427ba0bb2a191e0094f415c67ce3a5bf4659b4e333454522
262165$_$0,262165,3216,LAV,-0.3333333433,0.2818386257,0.3377585411,0.414185375,0.2438659519,0.3226368427,1,1,748a130638cd53e00f459630d5d1b038eb430cdb7108d40f3c41f0819f522383,262165$_$0,748a130638cd53e00f459630d5d1b038eb430cdb7108d40f3c41f0819f522383
262165$_$0,262165,3216,LV,-0.3333333433,0.2973068953,0.3272683918,0.4204884171,0.2358487695,0.3333331943,1,1,8f6ed2581add2d7a0e8335097ea22c26de0b3cd869f3795b39580b2614011a26,262165$_$0,8f6ed2581add2d7a0e8335097ea22c26de0b3cd869f3795b39580b2614011a26
262165$_$3,262165,3217,L,-2.666666746,-2.409547091,-2.018017769,-2.440479517,-2.282331467,-2.384112835,1,1,3e8ec2b106c70e3faaafefbd2e9866a80e7fb776df9cb7c9456c9b4d97711ccb,262165$_$3,3e8ec2b106c70e3faaafefbd2e9866a80e7fb776df9cb7c9456c9b4d97711ccb
262165$_$3,262165,3217,LA,-2.666666746,-2.402879715,-2.009468794,-2.429810286,-2.281928539,-2.374675989,1,1,cf82392b5b597db6cc6f34b7ca9bfae1272b5b1729ed151bfd5097f9ac3ee784,262165$_$3,cf82392b5b597db6cc6f34b7ca9bfae1272b5b1729ed151bfd5097f9ac3ee784
262165$_$3,262165,3217,LAV,-2.666666746,-2.403784275,-2.040581226,-2.431927204,-2.30436492,-2.373008013,1,1,edd7b16fb19161ef67c9e90c7892160695dc756b97493133b2cd859bb1835f56,262165$_$3,edd7b16fb19161ef67c9e90c7892160695dc756b97493133b2cd859bb1835f56
262165$_$3,262165,3217,LV,-2.666666746,-2.406450033,-2.047820568,-2.438973904,-2.304667473,-2.375784159,1,1,3e145e316c73995cba105ce1b2a1d47be9e53d21d6b7485e487e844c55c886db,262165$_$3,3e145e316c73995cba105ce1b2a1d47be9e53d21d6b7485e487e844c55c886db
262165$_$2,262165,3218,L,0,0.12007045,0.190610975,0.1506886184,0.1794206351,0.2299323082,1,1,5e9870cefb30b3868575b9e314309a8cf5bc127e166b48860b77a3469c7afb45,262165$_$2,5e9870cefb30b3868575b9e314309a8cf5bc127e166b48860b77a3469c7afb45
262165$_$2,262165,3218,LA,0,0.1296861172,0.1822540015,0.1647014916,0.1660288125,0.2401337177,1,1,817737b741f0e51da35d0846ec43155c2b75b5af55043727609123f367d7ab5f,262165$_$2,817737b741f0e51da35d0846ec43155c2b75b5af55043727609123f367d7ab5f
262165$_$2,262165,3218,LAV,0,0.1354623437,0.1915718168,0.1765033901,0.1663600355,0.2531912327,1,1,f548e9d5f8f7cc3d0522b5c01c3455930b79c278127dc4587070658807be4f64,262165$_$2,f548e9d5f8f7cc3d0522b5c01c3455930b79c278127dc4587070658807be4f64
262165$_$2,262165,3218,LV,0,0.1219947562,0.187902987,0.1575155258,0.1754602641,0.2375535518,1,1,c15ef5ecf669f948091df9b8abe59e0dc153ab262ef0600685aa06883f59dcaf,262165$_$2,c15ef5ecf669f948091df9b8abe59e0dc153ab262ef0600685aa06883f59dcaf
262165$_$5,262165,3219,L,-0.6666666865,0.1954345703,0.03217850626,0.2140717208,-0.03059245087,0.2239728719,1,1,5e330b5cb5b3073d5e27d7bb88d08b03e813e77f6f14dd02dd623fa3631e94df,262165$_$5,5e330b5cb5b3073d5e27d7bb88d08b03e813e77f6f14dd02dd623fa3631e94df
262165$_$5,262165,3219,LA,-0.6666666865,0.1898590475,0.05455964059,0.2153309286,-0.01907269098,0.2242735177,1,1,0557dafa27a12a66493ebaf425c08fbbea37d4ca066dda929de6ff7fb1b6f565,262165$_$5,0557dafa27a12a66493ebaf425c08fbbea37d4ca066dda929de6ff7fb1b6f565
262165$_$5,262165,3219,LAV,-0.6666666865,0.1805670112,0.03639153391,0.2181347907,-0.02511517145,0.2209997922,1,1,120b660ce86705767a7359f3067be8e38b911a4e9746267d357381feeccd4e59,262165$_$5,120b660ce86705767a7359f3067be8e38b911a4e9746267d357381feeccd4e59
262165$_$5,262165,3219,LV,-0.6666666865,0.1833241284,0.01231474616,0.2101932764,-0.03689347208,0.2158388346,1,1,6062460459aab353a6f041c14a58ca72241968f40d626029e365c30905185aff,262165$_$5,6062460459aab353a6f041c14a58ca72241968f40d626029e365c30905185aff
262165$_$4,262165,3220,L,-0.6666666865,-0.8747605085,-0.7151772976,-0.467979461,-0.8408133984,-0.8177273273,1,1,eda60b04754a7b7982aecb073118ab51221011066711655afe038d64c4802f20,262165$_$4,eda60b04754a7b7982aecb073118ab51221011066711655afe038d64c4802f20
262165$_$4,262165,3220,LA,-0.6666666865,-0.9102054834,-0.7422670126,-0.4944703281,-0.8446401358,-0.8434504271,1,1,761e1b94d5dab17d05329a70428b6b3d911149caf2df98a5eec43fc6f45146cd,262165$_$4,761e1b94d5dab17d05329a70428b6b3d911149caf2df98a5eec43fc6f45146cd
262165$_$4,262165,3220,LAV,-0.6666666865,-0.9197103977,-0.6831814051,-0.4955628216,-0.812150538,-0.8502957821,1,1,82afcbfef77c402346d96f50b3a35c876d179d265f3241e8a8612ed7023275f6,262165$_$4,82afcbfef77c402346d96f50b3a35c876d179d265f3241e8a8612ed7023275f6
262165$_$4,262165,3220,LV,-0.6666666865,-0.8721649647,-0.6543741226,-0.4631638527,-0.7980777621,-0.8168213964,1,1,b29deaafdb53108ab8e3d95ac3e45489ef463b500eaec5de03afd4e7e0066f9d,262165$_$4,b29deaafdb53108ab8e3d95ac3e45489ef463b500eaec5de03afd4e7e0066f9d
262165$_$7,262165,3221,L,0,-0.2707026005,-0.1895418912,-0.1099146903,-0.2624286413,-0.1497939974,1,1,a82225c93a6ff5685d8f3373b975b23e529245d9d1e61b1123f269f5eebbb1d2,262165$_$7,a82225c93a6ff5685d8f3373b975b23e529245d9d1e61b1123f269f5eebbb1d2
262165$_$7,262165,3221,LA,0,-0.3068473041,-0.2185599804,-0.1339091361,-0.2763165236,-0.1730951816,1,1,4778ea74d73e0175fd6282867d5396c85a7cd783df65890ce3753462fdca16ec,262165$_$7,4778ea74d73e0175fd6282867d5396c85a7cd783df65890ce3753462fdca16ec
262165$_$7,262165,3221,LAV,0,-0.2925392091,-0.1001739353,-0.133014679,-0.207984075,-0.1567551643,1,1,48540037e60f5a7776cba46017cdf6e1c18e5725cf00a7daf6cb0fa826cd1b73,262165$_$7,48540037e60f5a7776cba46017cdf6e1c18e5725cf00a7daf6cb0fa826cd1b73
262165$_$7,262165,3221,LV,0,-0.2600800395,-0.0656491369,-0.09544786066,-0.1822137982,-0.1350362152,1,1,81c99942c06a92eca3b8622e5a04b619b1e098514d882424ad77d602af8530a1,262165$_$7,81c99942c06a92eca3b8622e5a04b619b1e098514d882424ad77d602af8530a1
262165$_$6,262165,3222,L,-0.3333333433,-0.5888386965,0.0101966057,-0.1286657453,-0.2082331926,-0.3924242854,1,1,f0144e85569a423d073dfc8accde7a378a098065fe853f00495291abea1b42a9,262165$_$6,f0144e85569a423d073dfc8accde7a378a098065fe853f00495291abea1b42a9
262165$_$6,262165,3222,LA,-0.3333333433,-0.5804396272,0.03560707718,-0.1142705753,-0.2041212767,-0.3844136596,1,1,91c124f4e0122467e7b5b71409d92a02c4ec34243c6bab7582b4d498a5a68903,262165$_$6,91c124f4e0122467e7b5b71409d92a02c4ec34243c6bab7582b4d498a5a68903
262165$_$6,262165,3222,LAV,-0.3333333433,-0.6053218246,0.02378207631,-0.1344502568,-0.2018082589,-0.4039927125,1,1,8f18fee73c3749b80bbd93f63f4549b4f6acaad0439c896d37057662604190cd,262165$_$6,8f18fee73c3749b80bbd93f63f4549b4f6acaad0439c896d37057662604190cd
262165$_$6,262165,3222,LV,-0.3333333433,-0.6114249825,-0.001548966393,-0.1463442445,-0.2066289485,-0.4168825746,1,1,83dcb2a47148ed9ecd04266204c5e030f58ed7294bdd9e4b58d0c2c6f8ebb634,262165$_$6,83dcb2a47148ed9ecd04266204c5e030f58ed7294bdd9e4b58d0c2c6f8ebb634
262165$_$9,262165,3223,L,0,-0.02665039152,-0.1160390526,0.01955670863,-0.1294341087,0.05075190216,1,1,5d6d052551a07fe3095c92e35a9196eaf90a3fdadc52be8e800302097cbe8708,262165$_$9,5d6d052551a07fe3095c92e35a9196eaf90a3fdadc52be8e800302097cbe8708
262165$_$9,262165,3223,LA,0,-0.02020440251,-0.08965931088,0.03208962828,-0.1220756695,0.05772604793,1,1,6ad9f9ae994680841c971ebec4373200efae0432243fd44471cd7daea14f02ca,262165$_$9,6ad9f9ae994680841c971ebec4373200efae0432243fd44471cd7daea14f02ca
262165$_$9,262165,3223,LAV,0,-0.02891238779,-0.1274710894,0.01949815452,-0.1408138126,0.05293254554,1,1,af0922f2be08a68e7a55a647ae73d26f8ae66012fb8e9f36aa9cfba73f66bedf,262165$_$9,af0922f2be08a68e7a55a647ae73d26f8ae66012fb8e9f36aa9cfba73f66bedf
262165$_$9,262165,3223,LV,0,-0.03693116456,-0.1437859386,0.009271390736,-0.1362822056,0.04194126278,1,1,e353d4662405a7600285b44bd87969005c76602c3bb5e2c78d3326bc3d5af356,262165$_$9,e353d4662405a7600285b44bd87969005c76602c3bb5e2c78d3326bc3d5af356
262165$_$8,262165,3224,L,-1.333333373,0.1737769395,-0.05828557163,0.1724433601,-0.05402413756,0.4722729325,1,1,b2eb1f3fe022ef7f66b35daece3700ef6303d672611053dc9290f58651179973,262165$_$8,b2eb1f3fe022ef7f66b35daece3700ef6303d672611053dc9290f58651179973
262165$_$8,262165,3224,LA,-1.333333373,0.1697881669,-0.03594253212,0.1685224473,-0.04941259325,0.4744920135,1,1,84263a32b6c6538b44a2c5668b54980811ba9db0bfdb730f976e6143fbbc871a,262165$_$8,84263a32b6c6538b44a2c5668b54980811ba9db0bfdb730f976e6143fbbc871a
262165$_$8,262165,3224,LAV,-1.333333373,0.1496600509,-0.02290867083,0.1495801508,-0.04181160033,0.4570930004,1,1,b347a800aee5c4e802cc3477f89797c1534fb897aac5fe7442a72b13fde0d3fe,262165$_$8,b347a800aee5c4e802cc3477f89797c1534fb897aac5fe7442a72b13fde0d3fe
262165$_$8,262165,3224,LV,-1.333333373,0.1520393342,-0.04529702663,0.1592199802,-0.05075377971,0.4550237656,1,1,7dfc21fa37a413bd9419df7a749708ea4361c98a3cf116f9d81982f0c5388ac5,262165$_$8,7dfc21fa37a413bd9419df7a749708ea4361c98a3cf116f9d81982f0c5388ac5
262165$_$11,262165,3225,L,-2.333333254,-1.853327632,-2.05213356,-2.074206829,-2.318600178,-2.073845148,1,1,5db38dffe200980475970ba412325e3376b018ed05df78dced8ed7637fbd49ac,262165$_$11,5db38dffe200980475970ba412325e3376b018ed05df78dced8ed7637fbd49ac
262165$_$11,262165,3225,LA,-2.333333254,-1.865695119,-2.046171904,-2.078245163,-2.323061705,-2.084900618,1,1,02d722f3fb9bdc463c35c3ee4f71f16d7d1eef5e7b6079ff61d0ec3db768f4f1,262165$_$11,02d722f3fb9bdc463c35c3ee4f71f16d7d1eef5e7b6079ff61d0ec3db768f4f1
262165$_$11,262165,3225,LAV,-2.333333254,-1.853094459,-2.065006495,-2.066045046,-2.335463047,-2.071387529,1,1,4e972ff57fe67229d0c12d4e7061fb6436ba97886afed44d5139ac6cee405d3f,262165$_$11,4e972ff57fe67229d0c12d4e7061fb6436ba97886afed44d5139ac6cee405d3f
262165$_$11,262165,3225,LV,-2.333333254,-1.83976841,-2.065185308,-2.061368227,-2.326587915,-2.058140516,1,1,b1f7b268478777decb740fc9c09373147f4268888511fd379b7f2ebc84dffd9b,262165$_$11,b1f7b268478777decb740fc9c09373147f4268888511fd379b7f2ebc84dffd9b
262165$_$10,262165,3226,L,0,-0.09430374205,-0.0254889857,-0.04897660017,-0.063556768,-0.04400268197,1,1,67836668014f24e7181e34f11ea841fffa7fa11b9ade211b603a80be9c9837c4,262165$_$10,67836668014f24e7181e34f11ea841fffa7fa11b9ade211b603a80be9c9837c4
262165$_$10,262165,3226,LA,0,-0.1020946428,-0.0003074016422,-0.05597505718,-0.06027319282,-0.04947161674,1,1,52e32430a1b9520f342c84a235cf20f765b4362803c7b03c232ba8fea7d3cb6e,262165$_$10,52e32430a1b9520f342c84a235cf20f765b4362803c7b03c232ba8fea7d3cb6e
262165$_$10,262165,3226,LAV,0,-0.1108442545,0.02064186521,-0.06194859743,-0.05081724375,-0.06015508622,1,1,a724fc77bee3bc1601defeeb0a885d3634c9796346a7baae39f99872f24f132d,262165$_$10,a724fc77bee3bc1601defeeb0a885d3634c9796346a7baae39f99872f24f132d
262165$_$10,262165,3226,LV,0,-0.1028667614,-0.004873326048,-0.04779729992,-0.05567221344,-0.05415014923,1,1,14a86401ee51378e4c23879cea02c7ff27dc7acf887e89392504ef5aeb5a0c31,262165$_$10,14a86401ee51378e4c23879cea02c7ff27dc7acf887e89392504ef5aeb5a0c31
262165$_$13,262165,3227,L,-0.3333333433,-0.9829059243,-0.7711256146,-0.8949694633,-1.161757827,-1.056900144,1,1,98719b3b91d182eb18922c021c552f518fdd6d9cecbcf2823d6d913dd929e4ac,262165$_$13,98719b3b91d182eb18922c021c552f518fdd6d9cecbcf2823d6d913dd929e4ac
262165$_$13,262165,3227,LA,-0.3333333433,-0.987991035,-0.7578690648,-0.8949141502,-1.163187861,-1.065376759,1,1,0c12ef6ea1cfe81d72d44b2897f0b1e8c0940a7cf4010c4aa62769d0edceb0c3,262165$_$13,0c12ef6ea1cfe81d72d44b2897f0b1e8c0940a7cf4010c4aa62769d0edceb0c3
262165$_$13,262165,3227,LAV,-0.3333333433,-0.9717091918,-0.8002548814,-0.8838176727,-1.202548146,-1.051317096,1,1,1a5d5c22c7c77c4702e919e0d410f48dad3db1a1370f8d1bcfa9129e2cca8bdf,262165$_$13,1a5d5c22c7c77c4702e919e0d410f48dad3db1a1370f8d1bcfa9129e2cca8bdf
262165$_$13,262165,3227,LV,-0.3333333433,-0.9685780406,-0.8027691841,-0.887087822,-1.196671128,-1.041535854,1,1,0fcaee9b7e8613b41ad4bc050ca1d0e480b862bdd6649db85d122c816fce04dd,262165$_$13,0fcaee9b7e8613b41ad4bc050ca1d0e480b862bdd6649db85d122c816fce04dd
262165$_$12,262165,3228,L,-0.3333333433,-0.02268438041,-0.04134249687,0.02197424322,-0.05690325052,0.02739952505,1,1,1d00be5c6e29190fdd58a11bb52e1cf9b65d461da420a3f8b3ad3e96bd2fcaba,262165$_$12,1d00be5c6e29190fdd58a11bb52e1cf9b65d461da420a3f8b3ad3e96bd2fcaba
262165$_$12,262165,3228,LA,-0.3333333433,-0.01327118184,-0.01777285896,0.03900910169,-0.04991973937,0.0382701382,1,1,02e15c9d29514d91055ed5d28e6ba542fddb7a178136bcb3006b346f5f89bd3a,262165$_$12,02e15c9d29514d91055ed5d28e6ba542fddb7a178136bcb3006b346f5f89bd3a
262165$_$12,262165,3228,LAV,-0.3333333433,-0.02079243958,-0.009721858427,0.03208490461,-0.04368526489,0.03085277975,1,1,d7fa6765c391b88d889c4051b86630c8c6873c1a7d6c220983c75c63ea8ab04e,262165$_$12,d7fa6765c391b88d889c4051b86630c8c6873c1a7d6c220983c75c63ea8ab04e
262165$_$12,262165,3228,LV,-0.3333333433,-0.03526712954,-0.0372345075,0.018913351,-0.05030538142,0.01432725042,1,1,b0a9c02403374716f3ad7f840fd26aefa3c4ec12be167ecbc43a3d01c00c012c,262165$_$12,b0a9c02403374716f3ad7f840fd26aefa3c4ec12be167ecbc43a3d01c00c012c
262165$_$15,262165,3229,L,0,-0.04299801588,0.0240141619,-0.008701682091,0.02117206715,0.07294247299,1,1,ae054a455aecfce40b9c26c8a0c41ce3ad27f3614d13b0159c8dc77005a722f6,262165$_$15,ae054a455aecfce40b9c26c8a0c41ce3ad27f3614d13b0159c8dc77005a722f6
262165$_$15,262165,3229,LA,0,-0.03998807818,0.04702527821,0.001433759928,0.02411997877,0.07820892334,1,1,fd02471ca7724b3eab015d78081407fb09e5dd917c152cc1509ff43568b158fe,262165$_$15,fd02471ca7724b3eab015d78081407fb09e5dd917c152cc1509ff43568b158fe
262165$_$15,262165,3229,LAV,0,-0.05381619185,0.03706539422,-0.01025099307,0.03232803941,0.06489506364,1,1,4cb1407325071ea04c201030c6540c0073b81f59d22c103c1db158471134b37a,262165$_$15,4cb1407325071ea04c201030c6540c0073b81f59d22c103c1db158471134b37a
262165$_$15,262165,3229,LV,0,-0.06084738672,0.01197741367,-0.01680227369,0.02689615451,0.05473484844,1,1,e842a03f6a4c3aa9a322d965ba682491ba504404391c1d7712aeb46251dea18b,262165$_$15,e842a03f6a4c3aa9a322d965ba682491ba504404391c1d7712aeb46251dea18b
262165$_$14,262165,3230,L,-1,-0.7808974981,-0.7666529417,-0.6712424159,-1.184200525,-1.057022929,1,1,8e5a27c0b2259226d2dc3e4751ff06862f7eec0949748e557934a32530a80888,262165$_$14,8e5a27c0b2259226d2dc3e4751ff06862f7eec0949748e557934a32530a80888
262165$_$14,262165,3230,LA,-1,-0.7998156548,-0.7476320267,-0.6819643974,-1.197860241,-1.074563026,1,1,cd10b92c6d819483450b2eee82c5c6a3b6865357217a7d1da8388948b475f02d,262165$_$14,cd10b92c6d819483450b2eee82c5c6a3b6865357217a7d1da8388948b475f02d
262165$_$14,262165,3230,LAV,-1,-0.7999082208,-0.7489326,-0.6837410927,-1.20882988,-1.080084562,1,1,4344699902a3b6d079ee2eeabbd482ff74a6f94d54be9fb8ea741ae7c993c0fc,262165$_$14,4344699902a3b6d079ee2eeabbd482ff74a6f94d54be9fb8ea741ae7c993c0fc
262165$_$14,262165,3230,LV,-1,-0.7793015838,-0.7645964622,-0.6708528996,-1.194803119,-1.056085706,1,1,530b8a0c41a683f4d4f03daab1cfb56dc2bb0a3ce2e966b12b06d89f4d33eab7,262165$_$14,530b8a0c41a683f4d4f03daab1cfb56dc2bb0a3ce2e966b12b06d89f4d33eab7
262165$_$17,262165,3231,L,-2,-1.913959026,-1.853996873,-1.69416976,-2.022749662,-2.040813684,1,1,192813435de6ba86246b3ada90d550d0bd628769e970a520671a494b5b7e9cb7,262165$_$17,192813435de6ba86246b3ada90d550d0bd628769e970a520671a494b5b7e9cb7
262165$_$17,262165,3231,LA,-2,-1.927059889,-1.85083425,-1.702033043,-2.019619942,-2.055866003,1,1,2281199e0ec02cd85548a0171cb0e2c1ae1d1437bd0ca4298b431ea7b65bcd90,262165$_$17,2281199e0ec02cd85548a0171cb0e2c1ae1d1437bd0ca4298b431ea7b65bcd90
262165$_$17,262165,3231,LAV,-2,-1.928575397,-1.87473917,-1.699835896,-2.052127123,-2.057134151,1,1,94403d0b55f49afa0ae0c9264c4a8baa64ccc2ee1df79c58393479a9c939e5ce,262165$_$17,94403d0b55f49afa0ae0c9264c4a8baa64ccc2ee1df79c58393479a9c939e5ce
262165$_$17,262165,3231,LV,-2,-1.912545204,-1.879988551,-1.690549374,-2.047580957,-2.03857255,1,1,0d021c4c944b3e996ce701b80025a6588e7b87da70c6d443f11e5022563e7673,262165$_$17,0d021c4c944b3e996ce701b80025a6588e7b87da70c6d443f11e5022563e7673
262165$_$16,262165,3232,L,-1,0.004260309972,0.1580207348,0.1014360189,0.06028272212,0.1454212219,1,1,b3da8f6da9ce1c72eeddc6ada48144a4e7c130d41326f35dc4e5215e0909b0f8,262165$_$16,b3da8f6da9ce1c72eeddc6ada48144a4e7c130d41326f35dc4e5215e0909b0f8
262165$_$16,262165,3232,LA,-1,0.002959229983,0.1793746054,0.1048414409,0.05943544209,0.142004773,1,1,927626dfeb1d84da7d8c46c56edf90dc567141d7a26b722c94315be01f9f9963,262165$_$16,927626dfeb1d84da7d8c46c56edf90dc567141d7a26b722c94315be01f9f9963
262165$_$16,262165,3232,LAV,-1,-0.01069154497,0.1968464851,0.09117940813,0.05992690474,0.1298922002,1,1,640a36200db03ceb7ace996fe35124bbcd20554434bab823d2fc3e2be590d5f0,262165$_$16,640a36200db03ceb7ace996fe35124bbcd20554434bab823d2fc3e2be590d5f0
262165$_$16,262165,3232,LV,-1,-0.01353698131,0.1656031311,0.09199506044,0.05598317087,0.1288397312,1,1,74e2d3dd79c3e126584d1ca71f34fe96b06c1e1217b196e8deb74d83704ee221,262165$_$16,74e2d3dd79c3e126584d1ca71f34fe96b06c1e1217b196e8deb74d83704ee221
262165$_$19,262165,3233,L,-0.3333333433,-1.239552259,-1.197903275,-0.9364836216,-1.426432371,-1.295857549,1,1,4e2b1575eff8b4e3d8c844c58380f570ef51fd6e1538a27f68f856d0dbe04e15,262165$_$19,4e2b1575eff8b4e3d8c844c58380f570ef51fd6e1538a27f68f856d0dbe04e15
262165$_$19,262165,3233,LA,-0.3333333433,-1.294902921,-1.215691447,-0.973077178,-1.435474992,-1.341505885,1,1,a899c33e8d1f6ca8bbcbff38ff15aeafe09f451ad7529f28f725f5ffb5facc99,262165$_$19,a899c33e8d1f6ca8bbcbff38ff15aeafe09f451ad7529f28f725f5ffb5facc99
262165$_$19,262165,3233,LAV,-0.3333333433,-1.269569516,-1.145038128,-0.9480451941,-1.403131843,-1.312850833,1,1,3333c2cd435562b797e1dfb4a49d1ba68a77293dc7699e0aa7500bfb141eec2d,262165$_$19,3333c2cd435562b797e1dfb4a49d1ba68a77293dc7699e0aa7500bfb141eec2d
262165$_$19,262165,3233,LV,-0.3333333433,-1.210874796,-1.116357088,-0.9082469344,-1.391878486,-1.263152957,1,1,1c3fdca1ec3926669c357af2915484e1f0c7f6128618d5d5c5f7ba4bfc6e8fd0,262165$_$19,1c3fdca1ec3926669c357af2915484e1f0c7f6128618d5d5c5f7ba4bfc6e8fd0
262165$_$18,262165,3234,L,-2,-0.06862429529,0.07233465463,0.1689183414,-0.2758084834,0.1047316268,1,1,72c3c13e72c65ba7b7b6b651e9930c311479db1cb3325be72902dd52a0193b61,262165$_$18,72c3c13e72c65ba7b7b6b651e9930c311479db1cb3325be72902dd52a0193b61
262165$_$18,262165,3234,LA,-2,-0.06315131485,0.09215119481,0.1779131889,-0.272467345,0.1094693244,1,1,6995c3eae087229aace96cfc65d03c93222a880cecf521cc0e854083224d0bd3,262165$_$18,6995c3eae087229aace96cfc65d03c93222a880cecf521cc0e854083224d0bd3
