checkpoint_fold,video_id,sample_count,label_mean,label_bin,size_bin,stratum,self_risk_role
0,G8aL3bM39co,6,0.8888888856,3,2,3_2,inner_train
0,GAY5ICoVnA8,10,0.7666666657,3,2,3_2,inner_valid
0,GCOFujDHDx0,7,0.1428571471,3,2,3_2,outer
0,GICVzJMDfv0,2,0.5,3,0,3_0,inner_train
0,GJyzeK-Cn-0,1,0.6666666865,3,0,3_0,outer
0,GMHW6XEO1ms,5,0,2,1,2_1,inner_train
0,GMjQUrlMa50,4,0.3333333433,3,1,3_1,inner_train
0,GOj7TBcEA8E,17,0.7450980509,3,3,3_3,inner_train
0,GRFXnnrQaB4,6,-0.3888888856,1,2,1_2,outer
0,GSnt_fW8qjI,7,0.8571428656,3,2,3_2,inner_train
0,GTGtVdAuyRc,9,0.8148148126,3,2,3_2,inner_train
0,Gbg8qiKQkhM,1,0.3333333433,3,0,3_0,inner_train
0,GdFP_p4eQX0,5,0.1333333373,3,1,3_1,inner_train
0,GeSTiDe1hG0,1,0.6666666865,3,0,3_0,inner_train
0,Gljee9uq_Rc,14,-0.2619047591,1,3,1_3,inner_train
0,Gmhi58erY6k,7,-0.3333333433,1,2,1_2,inner_valid
0,Gvg_80PlAAs,1,-0.6666666865,1,0,1_0,inner_train
0,GxcOSmJAyYQ,3,-0.1111111144,1,1,1_1,inner_train
0,H-AJ-grXvgQ,4,0.5000000074,3,1,3_1,inner_valid
0,H4RysMUSQD8,8,0.8333333433,3,2,3_2,outer
0,H9zVQlzit8Y,1,0.6666666865,3,0,3_0,inner_train
0,HAid0IEUoFQ,3,0.2222222289,3,1,3_1,inner_train
0,HByf7qiO-Kg,12,0.2777777836,3,3,3_3,inner_train
0,HD17J-FvROQ,3,0.8888888757,3,1,3_1,inner_train
0,HObh42PhOfw,4,0.08333333582,2,1,2_1,outer
0,HQ9NnDQcxD4,2,1.666666687,4,0,4_0,inner_train
0,HUH9BXVmAig,2,0.8333333433,3,0,3_0,inner_train
0,HUOMbK1x7MI,11,0.3030303121,3,3,3_3,inner_train
0,HWLpH3NMtFs,3,9.933333341e-09,2,1,2_1,outer
0,HXuRR2eBHHQ,4,2.416666687,4,1,4_1,inner_train
0,HqtvFTa29L8,1,0.6666666865,3,0,3_0,inner_valid
0,HxyfY7hsjOg,5,1.933333325,4,1,4_1,inner_train
0,I--8nRKCkJI,8,0.958333347,3,2,3_2,inner_train
0,I3SPlbTGuNc,16,0.7291666716,3,3,3_3,inner_train
0,I5cS_TlV5B8,6,0.7222222189,3,2,3_2,inner_train
0,IAmZ5iWHxw4,3,0.7777777513,3,1,3_1,inner_train
0,IAubgwEiCcY,6,0.4444444527,3,2,3_2,outer
0,ICeSewdyf34,5,1.599999976,4,1,4_1,inner_train
0,IDVbPEket6U,3,0.4444444577,3,1,3_1,inner_train
0,IKXWSNf4m2k,2,-0.5,1,0,1_0,inner_train
0,ITQTVfk9Iqo,12,0.0277777786,2,3,2_3,inner_train
0,IW7IssCKgmI,9,0.9259259535,3,2,3_2,inner_valid
0,I_r2CP56toU,1,0.3333333433,3,0,3_0,inner_train
0,IiX1k0oYW_w,2,1.833333313,4,0,4_0,inner_valid
0,IkvL4IAiZog,2,0.3333333433,3,0,3_0,outer
0,IsAtAzltJNM,6,0.7777777811,3,2,3_2,inner_train
0,J6zbBfzW7a0,2,1.166666687,4,0,4_0,inner_train
0,J7UduuBfnrE,9,-0.3333333466,1,2,1_2,inner_valid
0,JAbFsRxxnFo,4,1.250000015,4,1,4_1,inner_train
0,JF-5nlUNx_g,23,0.8115942115,3,3,3_3,outer
0,JGEEA_JVriE,1,1,3,0,3_0,inner_valid
0,JLqBVj6f5gI,15,1.422222217,4,3,4_3,inner_valid
0,JMb18N7lQ0A,2,-0.1666666716,1,0,1_0,inner_train
0,JSlTJsUulH0,2,-0.3333333433,1,0,1_0,inner_train
0,JW3OfSCZlhc,3,0.1111111144,3,1,3_1,inner_train
0,JYdfUNjyYxo,3,0.4444444378,3,1,3_1,inner_train
0,Ja7phs8EbWk,10,0.1333333403,3,2,3_2,outer
0,JcmqmLaL_MQ,1,0.3333333433,3,0,3_0,inner_train
0,Jh1uDYOJMwk,3,0.1111111442,3,1,3_1,inner_train
0,JlmpDdm1A1Y,5,1.066666669,4,1,4_1,inner_train
0,JvLMNXW7B10,2,0.3333333433,3,0,3_0,inner_train
0,JvgofTcCSEc,7,0.4761904861,3,2,3_2,inner_valid
0,JzydLJw6y6o,13,0.9487179426,3,3,3_3,inner_train
0,K7FiMf-Dmwo,2,1.333333299,4,0,4_0,outer
0,K9faaGel838,4,-0.8333333433,1,1,1_1,outer
0,KD0w4BrNXQg,6,0.1111111144,3,2,3_2,inner_valid
0,KLy4aBLqwCk,9,0.1481481493,3,2,3_2,inner_train
0,KR4MpF0YtgE,2,0.5,3,0,3_0,outer
0,Kep_mLLXsqk,4,7.450000006e-09,2,1,2_1,inner_valid
0,KmYG8zaRmOA,2,0.3333333433,3,0,3_0,inner_train
0,L0WUuWYNeCo,31,0.3548387183,3,3,3_3,inner_train
0,L382XZ6iZmM,6,-0.1666666667,1,2,1_2,inner_train
0,L6pg3DQKoH4,9,0.7037037081,3,2,3_2,inner_train
0,L8VjQM9HQfs,4,-0.1666666716,1,1,1_1,inner_valid
0,LKAEv8x9jKI,3,0.2222222288,3,1,3_1,inner_train
0,LL02UFLfQKo,1,-0.3333333433,1,0,1_0,inner_train
0,LQnXVd-PR_Y,2,0.5,3,0,3_0,inner_train
0,LUKIYWa0UGA,7,1.761904755,4,2,4_2,outer
0,LUf9vbe0TcQ,4,1.166666672,4,1,4_1,inner_train
0,LZl9Sj1safM,6,0.0555555721,2,2,2_2,inner_train
0,L_XttWZBKss,2,0.3333333433,3,0,3_0,inner_train
0,LityRNuQihc,7,-0.1428571429,1,2,1_2,inner_train
0,LpbSYaPRTqI,6,0.2777777786,3,2,3_2,inner_train
0,MCRCXXPqFOI,10,0.1666666716,3,2,3_2,inner_train
0,MFXQH7ZlBJI,1,1.666666627,4,0,4_0,inner_train
0,MOfEl_1dh-g,6,-0.6666666568,1,2,1_2,inner_train
0,MPRqaQqrd9Y,3,0,2,1,2_1,outer
0,MRU65o1odI4,5,1.000000012,4,1,4_1,outer
0,MTU_thei3-c,3,-0.5555555622,1,1,1_1,outer
0,MmJD4KBT0nk,5,0.1333333194,3,1,3_1,outer
0,MpuWcGn2Lcg,5,-0.8000000119,1,1,1_1,inner_train
0,MroQfGehC84,11,0.6363636391,3,3,3_3,inner_train
0,MyDLelMxt-A,2,0.1666666716,3,0,3_0,outer
0,N3vSaV8Ztrg,2,0.6666666717,3,0,3_0,inner_train
0,N4WOBzpZtWM,4,1.583333328,4,1,4_1,outer
0,N7IerkWUClI,2,0.3333333433,3,0,3_0,inner_train
0,NG7QLq4XlWo,16,0.9375000037,3,3,3_3,outer
0,NOl0v54DaXo,12,0.2222222264,3,3,3_3,inner_train
0,NSihgq4R8Z0,3,0,2,1,2_1,inner_train
0,NYuY6HVjMZQ,3,0.7777777811,3,1,3_1,inner_train
0,N_dNuV-4iAo,3,0.3333333433,3,1,3_1,outer
0,Na6170hd8po,5,0.8000000119,3,1,3_1,outer
0,NkbRuTJaj_M,2,0.9999999851,3,0,3_0,inner_train
0,Nmd50Uzyybs,2,0,2,0,2_0,inner_train
0,O0Nn-5UkfoA,2,0,2,0,2_0,inner_train
0,OAV6KKf60bQ,12,-0.0277777786,2,3,2_3,inner_valid
0,OEOkmrKvTUo,4,0.6666666865,3,1,3_1,inner_valid
0,OKSx1zxHGpQ,28,0.8452381045,3,3,3_3,inner_valid
0,OPXmk49KyiU,2,0.5,3,0,3_0,inner_train
0,OUjzDchhkIA,6,0.1111111144,3,2,3_2,inner_train
0,OcqJx_cRc3Y,2,-0.3333333433,1,0,1_0,inner_train
0,OiMkqEH5WeE,4,-0.3333333433,1,1,1_1,inner_train
0,Oj3XwBBrzXc,2,0.3333333433,3,0,3_0,inner_train
0,Op3CnqRLD9w,6,1.555555552,4,2,4_2,inner_train
0,OxyQSJMvWBo,14,0.04761905116,2,3,2_3,inner_train
0,P0WaXnH37uI,6,0.2777777811,3,2,3_2,inner_train
0,P3QEOJWxXI8,6,0.500000005,3,2,3_2,inner_train
0,P4qxfjZlIrY,5,1.266666687,4,1,4_1,inner_train
0,PANWQeBKStk,4,0.6666666716,3,1,3_1,inner_train
0,PHJ8eybXJdw,6,0.7222222239,3,2,3_2,inner_train
0,PJlDO21zl88,1,0.3333333433,3,0,3_0,inner_train
0,PMH4mdJeojE,3,0.3333333333,3,1,3_1,outer
0,PQYmOknHA4c,12,0.500000005,3,3,3_3,inner_train
0,PRZ4VhESz1A,8,0.6250000037,3,2,3_2,inner_train
0,PUIsiLk8etk,8,-7.437500033e-09,2,2,2_2,outer
0,PmemTgQHagk,8,1.833333343,4,2,4_2,inner_train
0,PoKZEKOf1dA,7,0.333333339,3,2,3_2,inner_train
0,PohW-isYMK0,19,0.350877194,3,3,3_3,inner_train
0,PtH_8O__EAY,1,1.666666627,4,0,4_0,inner_valid
0,PybuzkS31J4,5,0.4666666627,3,1,3_1,inner_train
0,Q2uHXKA8cq8,6,-0.3888888856,1,2,1_2,inner_train
0,Q5YU2sLKVL4,2,0,2,0,2_0,outer
0,Q5uYByRyswI,3,0.6666666865,3,1,3_1,inner_train
0,Q7nhtfkIPN4,11,0.1515151479,3,3,3_3,inner_valid
0,QDRtKv8PvFs,5,1.266666669,4,1,4_1,inner_train
0,QE0pAVSPsKQ,13,0.7948718025,3,3,3_3,outer
0,QEG_hkJsaYc,1,1,3,0,3_0,inner_train
0,QJCDZCllSYQ,3,0.2222222288,3,1,3_1,inner_valid
0,QMAztkqnvws,2,0.3333333433,3,0,3_0,inner_train
0,QOxIdbNwpx0,6,0.6666666766,3,2,3_2,inner_train
0,QWaUvAL-yiA,3,0.6666666667,3,1,3_1,outer
0,QWzIJuhLLrc,2,-0.1666666716,1,0,1_0,outer
0,QbJiphIpzYc,3,1.222222229,4,1,4_1,inner_valid
0,Qe4AT670hq4,1,-0.6666666865,1,0,1_0,inner_train
0,QkMTYY69JYQ,10,0.5000000149,3,2,3_2,outer
0,QzdEjKQFisQ,8,-0.3750000075,1,2,1_2,inner_train
0,R-17BoOk4kc,1,2.333333254,4,0,4_0,inner_train
0,R8leu0tEJ4o,6,-0.222222214,1,2,1_2,inner_train
0,RAiO_rChmdU,3,0.2222222289,3,1,3_1,outer
0,RE-LIPOFnrE,6,-0.1666666716,1,2,1_2,inner_train
0,REkPZ77s3Vc,5,0.200000006,3,1,3_1,inner_valid
0,RRKez9BR-94,7,0.5714285799,3,2,3_2,inner_train
0,RTzDzj4NxIM,8,0.5833333321,3,2,3_2,inner_train
0,RXcI6PK37lM,6,0.4444444378,3,2,3_2,inner_train
0,RaTQZrdICKo,1,0,2,0,2_0,inner_train
0,RadU51t1kL0,8,-0.3750000037,1,2,1_2,inner_valid
0,Rdf0Psjyrwc,4,1.75000003,4,1,4_1,inner_train
0,RgubFcmvgDE,7,-0.8571428699,1,2,1_2,inner_valid
0,Rt9rN1ntS3E,12,1.166666674,4,3,4_3,inner_train
0,Rugd2NMu4bA,6,0.4444444527,3,2,3_2,inner_train
0,RvIohowRPAk,8,-0.7083333321,1,2,1_2,inner_train
0,Ry2NJPd4N3s,7,0.4285714328,3,2,3_2,inner_train
0,S0ecaAi_CJo,2,1.166666672,4,0,4_0,inner_train
0,S21ApRNQ9Ko,6,0.4444444626,3,2,3_2,outer
0,SCXp4l0CO4s,1,0,2,0,2_0,inner_train
0,SGsiGz2fdpo,31,0.5913978594,3,3,3_3,inner_train
0,SH0wXyhsx9s,3,-3.333329908e-11,2,1,2_1,inner_train
0,SMr2DprlLu4,1,2,4,0,4_0,inner_train
0,SNBqe_JpZC4,1,-0.3333333433,1,0,1_0,inner_train
0,SWHmteF5Rlk,8,0.2500000037,3,2,3_2,inner_train
0,SYnygYs-fAg,16,0.9166666772,3,3,3_3,outer
0,SZRxuS6fn9s,4,-1.333333328,0,1,0_1,inner_train
0,Sir2QeCh4B0,8,0.2500000037,3,2,3_2,inner_train
0,SqtZGF_f63s,1,1,3,0,3_0,inner_train
0,StgqrTr0JqU,13,0.256410264,3,3,3_3,inner_train
0,SxbTZjZD0vU,6,-0.5555555671,1,2,1_2,inner_valid
0,SzJf6viBWBg,6,0.3888888906,3,2,3_2,outer
0,T-8TvJcS78w,7,1.523809535,4,2,4_2,outer
0,TBwetweXRb4,3,0,2,1,2_1,inner_train
0,TJelZLbfT2A,11,0.8181818263,3,3,3_3,inner_train
0,TM7cHOHfF70,10,0.03333334028,2,2,2_2,inner_train
0,TSDC7CCyeGY,6,-0.5,1,2,1_2,inner_train
0,TUzD45ghy4k,1,1.666666627,4,0,4_0,inner_train
0,TVhXqAI9gyA,5,0.1333333314,3,1,3_1,inner_train
0,TWMFQED1Myk,10,0.8333333462,3,2,3_2,inner_train
0,TWf0XFpXwfs,5,0.200000006,3,1,3_1,outer
0,Ta_IgA3XJ3s,6,0.500000005,3,2,3_2,inner_train
0,TbZPa_keawc,6,-0.2222222239,1,2,1_2,inner_train
0,Te-vgmYgGM4,1,2,4,0,4_0,inner_train
0,TfBVq9oWBmM,2,0.6666666865,3,0,3_0,inner_train
0,TksWzxo81Mk,8,1.20833334,4,2,4_2,inner_train
0,TxJjAK0WrOY,2,0.1666666716,3,0,3_0,inner_train
0,U4-u5NZLA_w,2,-0.3333333284,1,0,1_0,inner_train
0,U8Ewftg_8CI,8,0.2083333358,3,2,3_2,inner_valid
0,UK_IXtJ2BqI,18,0.5370370414,3,3,3_3,inner_train
0,ULkFbie8g-I,3,-0.4444444577,1,1,1_1,inner_train
0,UPghCarcnMc,7,0.04761904904,2,2,2_2,inner_train
0,UTNP1roJV3I,5,-0.3333333433,1,1,1_1,inner_train
0,Uc-0G7RRxoY,3,0.4444444478,3,1,3_1,inner_train
0,UtuTyW9pUN8,8,-0.04166666791,2,2,2_2,outer
0,UuR4Rw38v_U,3,-0.3333333333,1,1,1_1,inner_train
0,Uw1nWfSuyo8,2,0.5000000149,3,0,3_0,outer
0,VA6lVHlj5d0,7,0.666666678,3,2,3_2,inner_valid
0,VAr7gJydnys,18,0.01851851743,2,3,2_3,outer
0,VDjnKdFxuBE,1,2.666666746,4,0,4_0,inner_train
0,VN1IPN1TL3Q,3,-0.8888888856,1,1,1_1,inner_train
0,VUrTT7xsrec,3,0.6666666766,3,1,3_1,inner_train
0,VVZLA2neYyw,3,0.5555555622,3,1,3_1,inner_train
0,VWik5oKP6IU,9,-0.4444444511,1,2,1_2,inner_train
0,Va54WZgPTdY,5,-1.466666681,0,1,0_1,inner_train
0,VbSsGRXIwjc,2,1.99999994,4,0,4_0,inner_train
0,VcZffwwL0bw,7,0.9523809552,3,2,3_2,inner_train
0,Ve-mmCM8TI0,10,-0.06666666567,2,2,2_2,inner_train
0,VhKJm_jiciU,6,0.4444444577,3,2,3_2,inner_train
0,VugBIVwSmaI,1,0,2,0,2_0,inner_train
0,Vw4-ae-ucHE,4,0,2,1,2_1,inner_train
0,Vx8npmcFxak,7,1.476190448,4,2,4_2,inner_valid
0,W-pA0lOGLR0,7,0.6190476332,3,2,3_2,inner_train
0,W-q9bPlMIVI,15,0.5555555642,3,3,3_3,inner_train
0,W40BaML7mzc,3,1.555555542,4,1,4_1,inner_train
0,WAXJRnJXmOA,8,0.08333333582,2,2,2_2,outer
0,WGfGxoI05ew,2,2.166666627,4,0,4_0,inner_train
0,WHUHTmtBJWU,3,0.2222222288,3,1,3_1,outer
0,WMzvDL7b4sM,5,-0.06666666864,2,1,2_1,inner_train
0,WSjlhBDxNW8,6,1.222222234,4,2,4_2,inner_train
0,WUeSV0Z23Kg,2,-0.5000000149,1,0,1_0,inner_train
0,WXKgBIiP8IA,11,0.2727272781,3,3,3_3,inner_train
0,We5nTulz1Vs,4,-0.5000000149,1,1,1_1,inner_train
0,Wfn7XvSEwUA,8,0.1666666828,3,2,3_2,inner_train
0,Wh6sht7xwqQ,12,0.1944444502,3,3,3_3,inner_train
0,Wn8nz8GPKkI,3,0.3333333333,3,1,3_1,inner_train
0,Wnw1IAEDwDM,3,0.4444444577,3,1,3_1,outer
0,Wo1RxRjXyYw,7,0.5714285757,3,2,3_2,inner_valid
0,WtiBpLt2wuA,1,0,2,0,2_0,inner_train
0,Wx9nThz5z_Y,3,0.3333333333,3,1,3_1,outer
0,WygyVNL_qdE,6,1.055555547,4,2,4_2,outer
0,X0jMZoxUL2A,11,0.7878787924,3,3,3_3,inner_train
0,X2leyjuolDM,7,0.9523809595,3,2,3_2,inner_train
0,XAT2IfFFAU0,6,0.2222222189,3,2,3_2,inner_train
0,XAgD-xoil40,6,0.05555555722,2,2,2_2,inner_train
0,XCyngF93SmU,6,0,2,2,2_2,inner_train
0,XDVkhOziCkg,3,1.777777751,4,1,4_1,inner_train
0,XFJQJb0yaKY,2,0.5,3,0,3_0,inner_train
0,XQOUZhWI1B0,5,-2.266666675,0,1,0_1,inner_train
0,XQxnAPleuCE,2,0.3333333433,3,0,3_0,inner_train
0,XXvSLz8QmGk,11,1.151515151,4,3,4_3,inner_train
0,XblL7mcdDdg,5,-0.2000000059,1,1,1_1,inner_train
0,Xe-keAcLge0,2,0,2,0,2_0,inner_train
0,XgT2WWcXip4,4,0.1666666716,3,1,3_1,inner_train
0,Xo6-V2RlWss,4,1.75000003,4,1,4_1,inner_train
0,Xq7zLxYHxd8,7,-0.09523810233,2,2,2_2,inner_train
0,XwOdPYlyqXA,3,0.2222222288,3,1,3_1,inner_train
0,XyBU_gZtU0M,21,-0.01587301634,2,3,2_3,inner_train
0,XzhRYIeczg4,2,0.6666666717,3,0,3_0,inner_valid
0,Y6s_vuUUsJM,4,0.5000000074,3,1,3_1,inner_train
0,YAYfMkxhRiQ,5,-0.7333333492,1,1,1_1,inner_train
0,YB9EUgrzCCo,4,-0.7499999925,1,1,1_1,inner_valid
0,YD5vqR15nco,2,0.5,3,0,3_0,inner_train
0,YF3mDOuF46M,7,0.7619047676,3,2,3_2,inner_valid
0,YLA7h1RTa9w,11,-0.303030312,1,3,1_3,inner_train
0,YQUutkMdLj0,4,-0.4166666493,1,1,1_1,inner_train
0,YQanVofsHoE,1,0.6666666865,3,0,3_0,inner_valid
0,YVHJpAROBvQ,4,0.5833333507,3,1,3_1,inner_train
0,YWjTWl0oNLk,11,0.2424242388,3,3,3_3,inner_valid
0,YcyHQQXGXWA,6,1.444444438,4,2,4_2,inner_train
0,YfxtwXXkCmc,6,0.2222222288,3,2,3_2,inner_train
0,Yn8vNC41UMg,3,0.777777791,3,1,3_1,inner_train
0,YodtMIsjM0c,12,0.05555555721,2,3,2_3,outer
0,YrPXbGBvqGo,4,0.3333333358,3,1,3_1,inner_valid
0,Z-26eyME6Co,7,-0.2857142942,1,2,1_2,inner_train
0,Z3fcd1wdzr0,8,0.6666666754,3,2,3_2,inner_train
0,ZDz8Qr-sJ3E,4,-0.3333333433,1,1,1_1,inner_valid
0,ZLCK8WX6qFQ,2,0.5,3,0,3_0,inner_train
0,ZQaGGpcIPHM,2,1.333333299,4,0,4_0,inner_train
0,ZSBoSJaD2tQ,9,-0.03703703814,2,2,2_2,inner_train
0,ZZ1IyZaMTWQ,5,1.333333337,4,1,4_1,inner_train
0,ZZzdvUdOTww,6,-0.05555554233,2,2,2_2,inner_train
0,Zae-zQ3VBpY,2,1,3,0,3_0,inner_train
0,Zg9DKOHJdw8,2,0.5000000149,3,0,3_0,outer
0,ZjsQqd6KZIg,11,0.3636363528,3,3,3_3,inner_valid
0,ZmAIDJ_gcXM,3,0.3333333433,3,1,3_1,inner_train
0,Zs8x712Y-CM,12,0.2222222214,3,3,3_3,inner_train
0,ZtuTCuh9C1M,6,0.499999995,3,2,3_2,inner_train
0,ZzL2sHtTWRc,2,0.1666666716,3,0,3_0,inner_train
0,_8pvMpMdGM4,21,0.3015873077,3,3,3_3,inner_train
0,_BMdEKNF5Js,1,0.6666666865,3,0,3_0,inner_train
0,_BXmhCPTQmA,2,1.333333313,4,0,4_0,inner_train
0,_BtdwH6mfWg,2,1.5,4,0,4_0,inner_valid
0,_HanACduNJk,9,-0.407407403,1,2,1_2,inner_train
0,_K0okiLaF9I,2,-1.49999997,0,0,0_0,inner_train
0,_MGd6t9eZP8,1,-0.3333333433,1,0,1_0,inner_train
0,_PJ26YwqRJE,6,0.5555555671,3,2,3_2,inner_train
0,_PKP676ez2c,8,0.3750000075,3,2,3_2,inner_train
0,_Vp4SDp_knI,2,0,2,0,2_0,outer
0,_WkXQNVLQXs,4,1.250000015,4,1,4_1,inner_train
0,_ZlF5Q9W1DM,2,0.5000000149,3,0,3_0,inner_train
0,_bIJOxiIJFk,6,0.6666666816,3,2,3_2,outer
0,_iy7ftq27xE,12,7.44166669e-09,2,3,2_3,inner_train
0,_qVgNLJCYdA,5,0.06666666866,2,1,2_1,inner_train
0,_t8ETpf2LnM,1,0,2,0,2_0,inner_train
0,_xjBqNfiEY4,6,1.222222229,4,2,4_2,inner_train
0,a5CSKvCAhbs,10,0.1333333373,3,3,3_3,inner_train
0,a5FKWiI90hk,3,0.3333333433,3,1,3_1,inner_train
0,aE-X_QdDaqQ,3,0.8888888955,3,1,3_1,inner_train
0,aEaM_LOI-BM,6,0.1666666716,3,2,3_2,inner_train
0,aFZIvp3SgHY,4,0.5833333507,3,1,3_1,inner_train
0,aFhT0px8AMw,2,2.333333254,4,0,4_0,outer
0,aFjMWlR1QAY,13,-0.4871794925,1,3,1_3,inner_train
0,aXla94xd_AQ,4,1.249999985,4,1,4_1,inner_train
0,aYdMtEO0cbI,2,1.00000003,4,0,4_0,outer
0,afDJvn5nmtY,1,0,2,0,2_0,inner_valid
0,ahcAFnY6iAY,2,0.1666666716,3,0,3_0,inner_train
0,ai7G98thPpk,3,-0.8888888757,1,1,1_1,inner_valid
0,aiJg0jtIHOM,1,0,2,0,2_0,inner_train
0,ak7N0BqMluI,9,-0.1481481559,1,2,1_2,outer
0,amem5EmRG3s,6,1.833333294,4,2,4_2,inner_train
0,asWraTfIqq0,10,0.599999997,3,3,3_3,inner_train
0,auTpzciNgls,5,1.066666669,4,1,4_1,inner_train
0,avW2m6VHTyg,8,1.958333328,4,2,4_2,inner_train
0,axQ5CDRawO0,2,0,2,0,2_0,outer
0,b1Il3Nf6BrU,3,0.1111111243,3,1,3_1,inner_valid
0,bBJ0BxmIocQ,22,0.9090909118,3,3,3_3,inner_train
0,bD0FqMn1KXw,7,1.04761907,4,2,4_2,inner_train
0,bMuoPr5-Yt4,1,-1.333333373,0,0,0_0,outer
0,bUFAN2TgPaU,9,1.148148153,4,2,4_2,inner_valid
0,bVhWpCvpSs4,8,1.416666664,4,2,4_2,inner_train
0,bYt4wybVLRQ,5,0.7999999881,3,1,3_1,inner_train
0,bcns0Gu66D8,5,-0.6000000179,1,1,1_1,inner_train
0,bdtwQxwySN0,9,-0.481481476,1,2,1_2,inner_valid
0,bfy28AlY-TQ,5,-0.600000006,1,1,1_1,inner_train
0,bh4_Kd4hhd4,1,0.6666666865,3,0,3_0,inner_train
0,bzPFUVGPS3c,5,0.8666666746,3,1,3_1,inner_valid
0,c5-L8vC6_sk,5,0.3333333373,3,1,3_1,inner_valid
0,c5AJbOd794U,7,0.619047629,3,2,3_2,inner_train
0,c6wuh0NRG1s,8,0.5833333395,3,2,3_2,inner_train
0,c9jD33baJ60,7,0.28571429,3,2,3_2,inner_train
0,cEXJ2zFbC9I,5,-0.6666666687,1,1,1_1,inner_train
0,cKxNJY7sA8s,2,0.3333333433,3,0,3_0,inner_valid
0,cMUS4nhcKCQ,1,1,3,0,3_0,inner_valid
0,cSraseCDilY,2,-0.1666666716,1,0,1_0,inner_train
0,cUm0TN3vXRc,6,0.05555555722,2,2,2_2,outer
0,cZDAM6NjBzE,4,1.000000015,4,1,4_1,inner_train
0,cZVM4svwE90,27,0.7160493919,3,3,3_3,outer
0,caLWajc18Y4,11,0.7272727273,3,3,3_3,inner_valid
0,ce1ObTPlI38,2,0.5000000149,3,0,3_0,inner_valid
0,cfX_iuhCbRY,6,0.3888889005,3,2,3_2,inner_train
0,cjgq9d8Zn9g,7,0.6190476332,3,2,3_2,outer
0,cl1DNRGX578,3,-0.7777778009,1,1,1_1,outer
0,d0QNH2vcDgU,22,1.333333335,4,3,4_3,inner_valid
0,d3I7Ug-_3L0,11,0.181818171,3,3,3_3,inner_train
0,d7Dz34-cZ74,3,0.3333333433,3,1,3_1,inner_train
0,d89Z_olwc2Y,6,0.1666666716,3,2,3_2,outer
0,dDFyJp_OkeA,5,1.466666651,4,1,4_1,inner_valid
0,dEBug0QYayY,1,1,3,0,3_0,inner_train
0,dEXSb0CfodU,1,0,2,0,2_0,inner_train
0,dLmtsRyRH4s,1,0.3333333433,3,0,3_0,inner_train
0,dLzsNc_hzkQ,2,-0.1666666716,1,0,1_0,outer
0,dQ56b0bqmc8,4,0.4166666716,3,1,3_1,inner_train
0,dWfgSGnd9zM,6,0.8333333383,3,2,3_2,inner_train
0,dXMAS2tIknw,7,0.1904761961,3,2,3_2,inner_valid
0,dZolFNqR-hA,1,0,2,0,2_0,inner_train
0,dbH51F5Zqi4,1,1,3,0,3_0,inner_valid
0,dyZdiWNflko,10,0.7333333433,3,3,3_3,inner_valid
0,dzSv6GwfF-0,1,-0.3333333433,1,0,1_0,inner_train
0,e-2QlzFeyNU,2,0.5000000149,3,0,3_0,inner_train
0,e0hYEr848TE,1,0.6666666865,3,0,3_0,inner_train
0,e1E5W_ZefmY,7,0.09523809381,2,2,2_2,inner_train
0,eMa6gbD7id0,1,1,3,0,3_0,inner_train
0,ePtlUYCdrNM,7,0.4761904861,3,2,3_2,inner_train
0,eTCnM472-cQ,4,0.6666666493,3,1,3_1,inner_train
0,eTn2P4wmFr4,14,-0.4285714286,1,3,1_3,inner_valid
0,eY64P27khzk,5,-0.3333333433,1,1,1_1,inner_train
0,eYCiRWf2NHE,2,1.333333373,4,0,4_0,inner_train
0,eZVcshSUD3Q,4,0.3333333433,3,1,3_1,outer
0,eaXDCknxPrU,2,0.8333333433,3,0,3_0,inner_train
0,efLrpnuLwyU,12,-0.4722222239,1,3,1_3,inner_train
0,emtvrtk-jsU,3,0.2222222288,3,1,3_1,inner_train
0,erBIIKA6r5Y,1,0,2,0,2_0,inner_train
0,etPDgRjrnJ8,4,0.5,3,1,3_1,inner_train
0,f-ZNjqLlrm4,6,1.222222219,4,2,4_2,inner_train
0,f49boM5fb8U,6,0.3333333433,3,2,3_2,inner_train
0,f6S2XNPIiFk,11,1.030303047,4,3,4_3,inner_train
0,fGYbbP8RDLQ,3,0.1111111144,3,1,3_1,inner_train
0,fI9KptYFZeg,4,-0.9999999851,1,1,1_1,inner_train
0,fSOVk2cS-sY,5,0.7333333552,3,1,3_1,inner_valid
0,fTKe7E_4OCQ,2,1.166666687,4,0,4_0,inner_train
0,faXGVcVcVsE,16,0.7708333433,3,3,3_3,inner_train
0,fbHlBmq7Ipo,12,-0.1944444403,1,3,1_3,inner_train
0,fdK_tsvBXJ8,4,1.166666679,4,1,4_1,inner_valid
0,fi7g4GoK-z4,2,0.3333333433,3,0,3_0,inner_train
0,fjE2EZKgQm8,7,0.9523809382,3,2,3_2,inner_train
0,flBtk736di4,8,1.083333358,4,2,4_2,inner_train
0,fnFoRPqkQeo,3,-0.1111111144,1,1,1_1,inner_train
0,frNJdG0GkYw,2,0.8333333135,3,0,3_0,inner_valid
0,fzuTEKwNS94,23,1.695652153,4,3,4_3,outer
0,g9rNhtFG9aU,6,0.4444444577,3,2,3_2,inner_train
0,gEgcpVY8WK4,32,0.2083333367,3,3,3_3,inner_train
0,gFAOKuqpUq4,6,0.3333333433,3,2,3_2,inner_train
